x,y,z_COG,z_MOM,z_ModifiedMOM,z_CA,w_COG,w_MOM,w_ModifiedMOM,w_CA
-2.0,1.7000000000000002,8.081578947368422,8.750000000000002,8.75,8.58333333333334,985.5098930173702,1150.0,1150.0,1050.0
-2.0,1.8,8.081578947368422,8.750000000000002,8.75,8.58333333333334,985.5098930173702,1150.0,1150.0,1050.0
-2.0,1.9000000000000001,8.081578947368422,8.750000000000002,8.75,8.58333333333334,985.5098930173702,1150.0,1150.0,1050.0
-2.0,2.0,8.081578947368422,8.750000000000002,8.75,8.58333333333334,985.5098930173702,1150.0,1150.0,1050.0
-1.9,0.0,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.1,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.2,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.30000000000000004,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.4,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.5,1.9419187789588443,1.3,1.3,1.4304867986798666,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,0.6000000000000001,3.918320610687024,1.5,1.5,2.726190476190477,970.9041074587406,1140.0,1140.0,1019.9999999999999
-1.9,0.7000000000000001,4.683720930232558,5.0,5.0,3.5731707317073194,970.9041074587406,1140.0,1140.0,1020.7317073170732
-1.9,0.8,4.861449819107597,5.0,5.0,4.033557046979869,979.0523381278306,1147.5,1147.5,1030.1174496644296
-1.9,0.9,4.96001643160345,5.0,5.0,4.472000000000004,979.0523381278306,1147.5,1147.5,1033.0200000000002
-1.9,1.0,4.999999999999999,5.0,5.0,5.000000000000004,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,1.1,5.039983568396548,5.0,5.0,5.528000000000004,979.0523381278306,1147.5,1147.5,1033.02
-1.9,1.2000000000000002,5.1385501808924,5.0,5.0,5.966442953020138,979.0523381278306,1147.5,1147.5,1030.1174496644296
-1.9,1.3,5.316279069767444,5.0,5.0,6.426829268292688,970.9041074587406,1140.0,1140.0,1020.7317073170732
-1.9,1.4000000000000001,6.08167938931298,8.5,8.5,7.273809523809529,970.9041074587406,1140.0,1140.0,1019.9999999999999
-1.9,1.5,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,1.6,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,1.7000000000000002,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,1.8,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,1.9000000000000001,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.9,2.0,8.05808122104115,8.700000000000001,8.7,8.569513201320136,979.0523381278306,1147.5,1147.5,1039.6782178217823
-1.7999999999999998,0.0,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.1,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.2,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.30000000000000004,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.4,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.5,1.966024915062288,1.35,1.35,1.4338235294117636,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,967.6594323873122,980.2209944751381,990.0,1016.6666666666667
-1.7999999999999998,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,967.6594323873122,980.2209944751381,990.0,1017.8571428571431
-1.7999999999999998,0.8,4.856269113149846,5.000000000000001,5.0,4.040000000000003,973.109987868985,1145.0,1145.0,1023.4
-1.7999999999999998,0.9,4.958487347170883,5.000000000000001,5.0,4.476190476190482,973.109987868985,1145.0,1145.0,1025.0000000000002
-1.7999999999999998,1.0,4.999999999999998,5.000000000000001,5.0,5.000000000000004,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,1.1,5.041512652829113,5.000000000000001,5.0,5.523809523809528,973.109987868985,1145.0,1145.0,1025.0
-1.7999999999999998,1.2000000000000002,5.143730886850151,5.000000000000001,5.0,5.960000000000004,973.109987868985,1145.0,1145.0,1023.4
-1.7999999999999998,1.3,5.316279069767444,5.0,5.0,6.392857142857148,967.6594323873122,980.2209944751381,990.0,1017.8571428571429
-1.7999999999999998,1.4000000000000001,6.08167938931298,8.5,8.5,7.3333333333333375,967.6594323873122,980.2209944751381,990.0,1016.6666666666667
-1.7999999999999998,1.5,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,1.6,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,1.7000000000000002,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,1.8,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,1.9000000000000001,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.7999999999999998,2.0,8.033975084937715,8.65,8.65,8.566176470588239,973.109987868985,1145.0,1145.0,1029.705882352941
-1.6999999999999997,0.0,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.1,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.2,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.30000000000000004,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.4,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.5,1.9824282389449186,1.4000000000000001,1.4000000000000001,1.426982200647248,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,967.6594323873122,980.2209944751381,990.0,1016.6666666666667
-1.6999999999999997,0.7000000000000001,4.683720930232558,5.0,5.0,3.6071428571428603,967.6594323873119,980.2209944751381,990.0,1017.8571428571431
-1.6999999999999997,0.8,4.852454337899543,5.0,5.0,4.046357615894042,967.5892732110348,900.0,900.0,1016.8708609271523
-1.6999999999999997,0.9,4.957359813084111,5.0,5.0,4.480314960629926,967.5892732110348,900.0,900.0,1017.2244094488191
-1.6999999999999997,1.0,4.999999999999999,5.0,5.0,5.000000000000004,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,1.1,5.042640186915886,5.0,5.0,5.519685039370082,967.5892732110348,900.0,900.0,1017.2244094488188
-1.6999999999999997,1.2000000000000002,5.1475456621004545,5.0,5.0,5.953642384105964,967.5892732110348,900.0,900.0,1016.8708609271522
-1.6999999999999997,1.3,5.316279069767444,5.0,5.0,6.392857142857148,967.6594323873122,980.2209944751381,990.0,1017.8571428571429
-1.6999999999999997,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,967.6594323873119,980.2209944751381,990.0,1016.6666666666667
-1.6999999999999997,1.5,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,1.6,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,1.7000000000000002,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,1.8,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,1.9000000000000001,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.6999999999999997,2.0,8.017571761055082,8.6,8.6,8.573017799352755,967.5892732110348,900.0,900.0,1020.0728155339805
-1.5999999999999996,0.0,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.1,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.2,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.30000000000000004,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.4,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.5,1.9498896247240625,1.3,1.3,1.4102564102564088,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,967.6594323873122,980.2209944751381,990.0,1016.6666666666667
-1.5999999999999996,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,967.6594323873121,980.2209944751381,990.0,1017.8571428571429
-1.5999999999999996,0.8,4.859790273006689,5.0,5.0,4.052631578947372,962.4115805143474,900.0,900.0,1010.5263157894738
-1.5999999999999996,0.9,4.959526889669192,5.0,5.0,4.484375000000004,962.4115805143474,900.0,900.0,1009.6875
-1.5999999999999996,1.0,4.999999999999999,5.0,5.0,5.000000000000004,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,1.1,5.040473110330806,5.0,5.0,5.515625000000005,962.4115805143474,900.0,900.0,1009.6875
-1.5999999999999996,1.2000000000000002,5.14020972699331,5.0,5.0,5.947368421052636,962.4115805143474,900.0,900.0,1010.5263157894738
-1.5999999999999996,1.3,5.316279069767444,5.0,5.0,6.392857142857148,967.6594323873122,980.2209944751381,990.0,1017.8571428571429
-1.5999999999999996,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333337,967.6594323873121,980.2209944751381,990.0,1016.6666666666665
-1.5999999999999996,1.5,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,1.6,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,1.7000000000000002,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,1.8,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,1.9000000000000001,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5999999999999996,2.0,8.050110375275935,8.700000000000001,8.7,8.589743589743593,962.4115805143474,900.0,900.0,1010.7692307692307
-1.5,0.0,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.1,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.2,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.30000000000000004,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.4,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.5,1.9184210526315795,1.25,1.25,1.3839285714285698,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,0.6000000000000001,3.918320610687024,1.5,1.5,2.711436170212767,964.6765746638358,900.0,900.0,1013.244680851064
-1.5,0.7000000000000001,4.683720930232558,5.0,5.0,3.5818181818181842,964.6765746638355,900.0,900.0,1014.9545454545455
-1.5,0.8,4.866062176165803,5.000000000000001,5.0,4.058823529411768,957.5129011957206,900.0,900.0,1004.3627450980393
-1.5,0.9,4.96137566137566,5.000000000000001,5.0,4.48837209302326,957.5129011957206,900.0,900.0,1002.3837209302326
-1.5,1.0,5.0,5.000000000000001,5.0,5.000000000000005,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,1.1,5.038624338624338,5.000000000000001,5.0,5.511627906976749,957.5129011957206,900.0,900.0,1002.3837209302326
-1.5,1.2000000000000002,5.133937823834196,5.000000000000001,5.0,5.941176470588241,957.5129011957206,900.0,900.0,1004.3627450980393
-1.5,1.3,5.316279069767444,5.0,5.0,6.418181818181822,964.6765746638358,900.0,900.0,1014.9545454545455
-1.5,1.4000000000000001,6.08167938931298,8.5,8.5,7.288563829787238,964.6765746638355,900.0,900.0,1013.2446808510638
-1.5,1.5,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,1.6,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,1.7000000000000002,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,1.8,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,1.9000000000000001,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.5,2.0,8.081578947368422,8.750000000000002,8.75,8.616071428571432,957.5129011957206,900.0,900.0,1001.7857142857143
-1.4,0.0,1.8878910191725529,1.1500000000000001,1.1500000000000001,1.348270440251571,952.840011228441,900.0,900.0,993.1132075471698
-1.4,0.1,1.8878910191725529,1.1500000000000001,1.1500000000000001,1.348270440251571,952.840011228441,900.0,900.0,993.1132075471698
-1.4,0.2,1.8878910191725529,1.1500000000000001,1.1500000000000001,1.348270440251571,952.840011228441,900.0,900.0,993.1132075471698
-1.4,0.30000000000000004,1.8878910191725529,1.1500000000000001,1.1500000000000001,1.348270440251571,952.840011228441,900.0,900.0,993.1132075471698
-1.4,0.4,1.8878910191725529,1.1500000000000001,1.1500000000000001,1.348270440251571,952.840011228441,900.0,900.0,993.1132075471698
-1.4,0.5,1.9184210526315795,1.25,1.25,1.404411764705881,954.5821926570294,900.0,900.0,996.7647058823529
-1.4,0.6000000000000001,3.918320610687024,1.5,1.5,2.7554347826086967,961.5062707222141,900.0,900.0,1009.7826086956522
-1.4,0.7000000000000001,4.683720930232558,5.0,5.0,3.555555555555558,961.506270722214,900.0,900.0,1012.037037037037
-1.4,0.8,4.87141435914442,5.0,5.0,4.064935064935068,952.840011228441,900.0,900.0,998.3766233766235
-1.4,0.9,4.962950431399086,5.0,5.0,4.492307692307696,952.840011228441,900.0,900.0,995.3076923076924
-1.4,1.0,4.999999999999999,5.0,5.0,5.000000000000005,952.840011228441,900.0,900.0,993.1132075471698
-1.4,1.1,5.037049568600912,5.0,5.0,5.507692307692313,952.840011228441,900.0,900.0,995.3076923076924
-1.4,1.2000000000000002,5.128585640855579,5.0,5.0,5.935064935064941,952.840011228441,900.0,900.0,998.3766233766235
-1.4,1.3,5.316279069767444,5.0,5.0,6.444444444444447,961.5062707222141,900.0,900.0,1012.037037037037
-1.4,1.4000000000000001,6.08167938931298,8.5,8.5,7.24456521739131,961.506270722214,900.0,900.0,1009.7826086956522
-1.4,1.5,8.081578947368422,8.750000000000002,8.75,8.595588235294123,954.5821926570294,900.0,900.0,996.7647058823529
-1.4,1.6,8.112108980827445,8.85,8.85,8.651729559748432,952.840011228441,900.0,900.0,993.1132075471698
-1.4,1.7000000000000002,8.112108980827445,8.85,8.85,8.651729559748432,952.840011228441,900.0,900.0,993.1132075471698
-1.4,1.8,8.112108980827445,8.85,8.85,8.651729559748432,952.840011228441,900.0,900.0,993.1132075471698
-1.4,1.9000000000000001,8.112108980827445,8.85,8.85,8.651729559748432,952.840011228441,900.0,900.0,993.1132075471698
-1.4,2.0,8.112108980827445,8.85,8.85,8.651729559748432,952.840011228441,900.0,900.0,993.1132075471698
-1.2999999999999998,0.0,1.8585816062176166,1.05,1.05,1.3035436137071634,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,0.1,1.8585816062176166,1.05,1.05,1.3035436137071634,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,0.2,1.8585816062176166,1.05,1.05,1.3035436137071634,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,0.30000000000000004,1.8585816062176166,1.05,1.05,1.3035436137071634,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,0.4,1.8585816062176166,1.05,1.05,1.3035436137071634,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,0.5,1.9184210526315795,1.25,1.25,1.4223484848484838,951.4768349817803,900.0,900.0,991.5909090909091
-1.2999999999999998,0.6000000000000001,3.918320610687024,1.5,1.5,2.798611111111112,958.1346266901824,900.0,900.0,1006.2777777777778
-1.2999999999999998,0.7000000000000001,4.683720930232558,5.0,5.0,3.5283018867924554,958.1346266901819,900.0,900.0,1009.1037735849059
-1.2999999999999998,0.8,4.876039002557544,5.0,5.0,4.070967741935487,948.3452569137752,900.0,900.0,992.5645161290322
-1.2999999999999998,0.9,4.964308996088657,5.0,5.0,4.496183206106874,948.3452569137752,900.0,900.0,988.4541984732823
-1.2999999999999998,1.0,4.999999999999999,5.0,5.0,5.000000000000005,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,1.1,5.035691003911342,5.0,5.0,5.503816793893135,948.3452569137752,900.0,900.0,988.4541984732825
-1.2999999999999998,1.2000000000000002,5.123960997442453,5.0,5.0,5.929032258064522,948.3452569137752,900.0,900.0,992.5645161290324
-1.2999999999999998,1.3,5.316279069767444,5.0,5.0,6.471698113207551,958.1346266901824,900.0,900.0,1009.1037735849056
-1.2999999999999998,1.4000000000000001,6.08167938931298,8.5,8.5,7.201388888888894,958.1346266901819,900.0,900.0,1006.2777777777777
-1.2999999999999998,1.5,8.081578947368422,8.750000000000002,8.75,8.57765151515152,951.4768349817803,900.0,900.0,991.5909090909091
-1.2999999999999998,1.6,8.141418393782384,8.950000000000001,8.95,8.69645638629284,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,1.7000000000000002,8.141418393782384,8.950000000000001,8.95,8.69645638629284,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,1.8,8.141418393782384,8.950000000000001,8.95,8.69645638629284,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,1.9000000000000001,8.141418393782384,8.950000000000001,8.95,8.69645638629284,948.3452569137752,900.0,900.0,984.7429906542055
-1.2999999999999998,2.0,8.141418393782384,8.950000000000001,8.95,8.69645638629284,948.3452569137752,900.0,900.0,984.7429906542055
-1.1999999999999997,0.0,1.8305164319248821,1.0,1.0,1.2499999999999984,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,0.1,1.8305164319248821,1.0,1.0,1.2499999999999984,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,0.2,1.8305164319248821,1.0,1.0,1.2499999999999984,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,0.30000000000000004,1.8305164319248821,1.0,1.0,1.2499999999999984,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,0.4,1.8305164319248826,1.0,1.0,1.2499999999999987,943.9876602951852,900.0,900.0,976.6666666666667
-1.1999999999999997,0.5,1.9184210526315795,1.25,1.25,1.437499999999999,948.1847336337132,900.0,900.0,986.2500000000001
-1.1999999999999997,0.6000000000000001,3.918320610687024,1.5,1.5,2.840909090909092,954.5457545754576,900.0,900.0,1002.7272727272729
-1.1999999999999997,0.7000000000000001,4.683720930232558,5.0,5.0,3.500000000000002,954.5457545754573,900.0,900.0,1006.1538461538463
-1.1999999999999997,0.8,4.880046403712297,5.0,5.0,4.076923076923079,943.9876602951853,900.0,900.0,986.9230769230769
-1.1999999999999997,0.9,4.965484633569739,5.0,5.0,4.5000000000000036,943.9876602951853,900.0,900.0,981.8181818181818
-1.1999999999999997,1.0,4.999999999999998,5.0,5.0,5.000000000000004,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,1.1,5.034515366430258,5.0,5.0,5.500000000000005,943.9876602951853,900.0,900.0,981.818181818182
-1.1999999999999997,1.2000000000000002,5.119953596287702,5.0,5.0,5.92307692307693,943.9876602951852,900.0,900.0,986.923076923077
-1.1999999999999997,1.3,5.316279069767444,5.0,5.0,6.500000000000004,954.5457545754576,900.0,900.0,1006.1538461538463
-1.1999999999999997,1.4000000000000001,6.08167938931298,8.5,8.5,7.159090909090914,954.5457545754573,900.0,900.0,1002.7272727272726
-1.1999999999999997,1.5,8.081578947368422,8.750000000000002,8.75,8.562500000000005,948.1847336337132,900.0,900.0,986.2500000000001
-1.1999999999999997,1.6,8.169483568075112,9.0,9.0,8.750000000000005,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,1.7000000000000002,8.169483568075112,9.0,9.0,8.750000000000005,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,1.8,8.169483568075112,9.0,9.0,8.750000000000005,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,1.9000000000000001,8.169483568075112,9.0,9.0,8.750000000000005,943.9876602951853,900.0,900.0,976.6666666666666
-1.1999999999999997,2.0,8.169483568075112,9.0,9.0,8.750000000000005,943.9876602951853,900.0,900.0,976.6666666666666
-1.0999999999999996,0.0,1.8037351958700274,0.9,0.9,1.1878822629969403,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,0.1,1.8037351958700274,0.9,0.9,1.1878822629969403,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,0.2,1.8037351958700274,0.9,0.9,1.1878822629969403,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,0.30000000000000004,1.8037351958700274,0.9,0.9,1.1878822629969403,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,0.4,1.8305164319248826,1.0,1.0,1.2553571428571417,940.7307644958757,900.0,900.0,971.5
-1.0999999999999996,0.5,1.9184210526315795,1.25,1.25,1.4495967741935472,944.692151830339,900.0,900.0,980.7258064516129
-1.0999999999999996,0.6000000000000001,3.918320610687024,1.5,1.5,2.8822674418604666,950.7214471868772,900.0,900.0,999.1279069767443
-1.0999999999999996,0.7000000000000001,4.683720930232558,5.0,5.0,3.518750000000002,950.7214471868771,900.0,900.0,1000.0999999999998
-1.0999999999999996,0.8,4.880046403712297,5.0,5.0,4.058823529411768,940.7307644958761,900.0,900.0,983.5784313725491
-1.0999999999999996,0.9,4.966493268053855,5.0,5.0,4.5037593984962445,939.7310084780362,900.0,900.0,975.3947368421052
-1.0999999999999996,1.0,4.999999999999999,5.0,5.0,5.000000000000005,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,1.1,5.033506731946144,5.0,5.0,5.496240601503765,939.7310084780362,900.0,900.0,975.3947368421054
-1.0999999999999996,1.2000000000000002,5.119953596287702,5.0,5.0,5.941176470588242,940.7307644958759,900.0,900.0,983.5784313725491
-1.0999999999999996,1.3,5.316279069767444,5.0,5.0,6.481250000000004,950.7214471868772,900.0,900.0,1000.1
-1.0999999999999996,1.4000000000000001,6.08167938931298,8.5,8.5,7.117732558139539,950.7214471868771,900.0,900.0,999.1279069767443
-1.0999999999999996,1.5,8.081578947368422,8.750000000000002,8.75,8.550403225806457,944.692151830339,900.0,900.0,980.7258064516129
-1.0999999999999996,1.6,8.169483568075112,9.0,9.0,8.744642857142862,940.7307644958761,900.0,900.0,971.5
-1.0999999999999996,1.7000000000000002,8.196264804129978,9.1,9.100000000000001,8.812117737003065,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,1.8,8.196264804129978,9.1,9.100000000000001,8.812117737003065,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,1.9000000000000001,8.196264804129978,9.1,9.100000000000001,8.812117737003065,939.7310084780362,900.0,900.0,968.8761467889908
-1.0999999999999996,2.0,8.196264804129978,9.1,9.100000000000001,8.812117737003065,939.7310084780362,900.0,900.0,968.8761467889908
-1.0,0.0,1.778391959798995,0.7999999999999999,0.8,1.1174242424242409,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,0.1,1.778391959798995,0.7999999999999999,0.8,1.1174242424242409,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,0.2,1.778391959798995,0.7999999999999999,0.8,1.1174242424242409,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,0.30000000000000004,1.778391959798995,0.7999999999999999,0.8,1.1174242424242409,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,0.4,1.8305164319248826,1.0,1.0,1.2573529411764695,937.2833855799373,900.0,900.0,966.1764705882354
-1.0,0.5,1.9184210526315795,1.25,1.25,1.4583333333333321,940.9834596829772,900.0,900.0,975.0
-1.0,0.6000000000000001,3.918320610687024,1.5,1.5,2.9226190476190492,946.6407843137255,900.0,900.0,995.4761904761907
-1.0,0.7000000000000001,4.683720930232558,5.0,5.0,3.5364583333333353,946.6407843137251,900.0,900.0,993.7499999999999
-1.0,0.8,4.880046403712297,5.0,5.0,4.040000000000003,937.2833855799374,900.0,900.0,980.2
-1.0,0.9,4.967367009387572,5.0,5.0,4.507462686567169,935.5405965368033,900.0,900.0,969.1791044776119
-1.0,1.0,5.0,5.0,5.0,5.000000000000005,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,1.1,5.032632990612427,5.0,5.0,5.492537313432842,935.5405965368033,900.0,900.0,969.1791044776121
-1.0,1.2000000000000002,5.119953596287702,5.0,5.0,5.960000000000006,937.2833855799373,900.0,900.0,980.2
-1.0,1.3,5.316279069767444,5.0,5.0,6.463541666666671,946.6407843137255,900.0,900.0,993.75
-1.0,1.4000000000000001,6.08167938931298,8.5,8.5,7.077380952380958,946.6407843137251,900.0,900.0,995.4761904761904
-1.0,1.5,8.081578947368422,8.750000000000002,8.75,8.541666666666671,940.9834596829772,900.0,900.0,975.0
-1.0,1.6,8.169483568075112,9.0,9.0,8.742647058823534,937.2833855799374,900.0,900.0,966.1764705882354
-1.0,1.7000000000000002,8.221608040201003,9.200000000000001,9.2,8.882575757575765,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,1.8,8.221608040201003,9.200000000000001,9.2,8.882575757575765,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,1.9000000000000001,8.221608040201003,9.200000000000001,9.2,8.882575757575765,935.5405965368033,900.0,900.0,961.3636363636364
-1.0,2.0,8.221608040201003,9.200000000000001,9.2,8.882575757575765,935.5405965368033,900.0,900.0,961.3636363636364
-0.8999999999999999,0.0,1.7545454545454544,0.75,0.75,1.0388513513513498,931.4551090974127,900.0,900.0,954.1216216216217
-0.8999999999999999,0.1,1.7545454545454544,0.75,0.75,1.0388513513513498,931.4551090974127,900.0,900.0,954.1216216216217
-0.8999999999999999,0.2,1.7545454545454544,0.75,0.75,1.0388513513513498,931.4551090974127,900.0,900.0,954.1216216216217
