x,y,z_COG,z_MOM,z_ModifiedMOM,z_CA,w_COG,w_MOM,w_ModifiedMOM,w_CA
-3.7,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.7,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.7,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.7,1.0,4.999999999999999,5.0,5.0,5.000000000000011,1133.2962962962963,1192.5,1192.5,1192.5
-3.7,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.7,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.7,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.7,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.7,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.7,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.7,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.7,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.7,1.9000000000000001,8.348809523809527,9.750000000000002,9.75,9.75000000000001,1133.0331825037708,1190.0,1190.0,1190.0
-3.7,2.0,8.355726698262242,9.85,9.850000000000001,9.81250000000001,1133.2962962962963,1192.5,1192.5,1192.5
-3.6,0.0,1.6511904761904759,0.25,0.25,0.24999999999999734,1133.0331825037708,1190.0,1190.0,1190.0
-3.6,0.1,1.6511904761904759,0.25,0.25,0.24999999999999734,1133.0331825037708,1190.0,1190.0,1190.0
-3.6,0.2,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.6,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.6,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.6,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.6,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.6,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.6,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.6,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.6,1.0,5.0,5.000000000000001,5.0,5.00000000000001,1133.0331825037708,1190.0,1190.0,1190.0
-3.6,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.6,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.6,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.6,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.6,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.6,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.6,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.6,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.6,1.9000000000000001,8.348809523809527,9.750000000000002,9.75,9.75000000000001,1133.0331825037708,1190.0,1190.0,1190.0
-3.6,2.0,8.348809523809527,9.750000000000002,9.75,9.75000000000001,1133.0331825037708,1190.0,1190.0,1190.0
-3.5,0.0,1.6597923737272906,0.3,0.30000000000000004,0.3124999999999978,1132.70796460177,1187.5,1187.5,1187.5
-3.5,0.1,1.6597923737272906,0.3,0.30000000000000004,0.3124999999999978,1132.70796460177,1187.5,1187.5,1187.5
-3.5,0.2,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.5,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.5,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.5,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.5,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.5,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.5,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.5,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.5,1.0,4.999999999999999,5.000000000000001,5.0,5.000000000000009,1132.70796460177,1187.5,1187.5,1187.5
-3.5,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.5,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.5,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.5,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.5,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.5,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.5,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.5,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.5,1.9000000000000001,8.34020762627271,9.700000000000001,9.7,9.68750000000001,1132.70796460177,1187.5,1187.5,1187.5
-3.5,2.0,8.34020762627271,9.700000000000001,9.7,9.68750000000001,1132.70796460177,1187.5,1187.5,1187.5
-3.4,0.0,1.6697506033789222,0.35000000000000003,0.35000000000000003,0.3749999999999978,1132.3246753246754,1185.0,1185.0,1185.0
-3.4,0.1,1.6697506033789222,0.35000000000000003,0.35000000000000003,0.3749999999999978,1132.3246753246754,1185.0,1185.0,1185.0
-3.4,0.2,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.4,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.4,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.4,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.4,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.4,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.4,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.4,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.4,1.0,4.999999999999999,5.000000000000001,5.0,5.000000000000009,1132.3246753246754,1185.0,1185.0,1185.0
-3.4,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.4,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.4,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.4,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.4,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.4,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.4,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.4,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.4,1.9000000000000001,8.330249396621076,9.65,9.65,9.625000000000009,1132.3246753246754,1185.0,1185.0,1185.0
-3.4,2.0,8.330249396621076,9.65,9.65,9.625000000000009,1132.3246753246754,1185.0,1185.0,1185.0
-3.3,0.0,1.6809900588354632,0.4000000000000001,0.4,0.4374999999999978,1131.8870056497176,1182.5,1182.5,1182.5
-3.3,0.1,1.6809900588354632,0.4000000000000001,0.4,0.4374999999999978,1131.8870056497176,1182.5,1182.5,1182.5
-3.3,0.2,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.3,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.3,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.3,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.3,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.3,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.3,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.3,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.3,1.0,4.999999999999999,5.0,5.0,5.000000000000009,1131.8870056497176,1182.5,1182.5,1182.5
-3.3,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.3,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.3,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.3,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.3,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.3,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.3,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.3,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.3,1.9000000000000001,8.319009941164538,9.600000000000001,9.600000000000001,9.562500000000009,1131.8870056497176,1182.5,1182.5,1182.5
-3.3,2.0,8.319009941164538,9.600000000000001,9.600000000000001,9.562500000000009,1131.8870056497176,1182.5,1182.5,1182.5
-3.2,0.0,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.2,0.1,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.2,0.2,1.6934426229508197,0.5000000000000001,0.5,0.4999999999999978,1131.398340248963,1180.0,1180.0,1180.0
-3.2,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.2,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.2,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.2,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.2,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.2,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.2,0.9,4.9697722567287785,5.0,5.0,4.694444444444452,1131.398340248963,1180.0,1180.0,1172.2222222222222
-3.2,1.0,5.0,5.0,5.0,5.000000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.2,1.1,5.030227743271221,5.0,5.0,5.305555555555564,1131.3983402489625,1180.0,1180.0,1172.2222222222222
-3.2,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.2,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.2,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.2,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.2,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.2,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.2,1.8,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.2,1.9000000000000001,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.2,2.0,8.30655737704918,9.500000000000002,9.5,9.500000000000009,1131.398340248963,1180.0,1180.0,1180.0
-3.1,0.0,1.7071724709784408,0.5500000000000002,0.55,0.5624999999999978,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,0.1,1.7071724709784408,0.5500000000000002,0.55,0.5624999999999978,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,0.2,1.7071724709784408,0.5500000000000002,0.55,0.5624999999999978,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.1,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.1,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.1,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.1,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.1,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.1,0.9,4.969433685753167,5.0,5.0,4.685714285714293,1130.8617886178863,1177.5,1177.5,1169.7857142857142
-3.1,1.0,4.999999999999999,5.0,5.0,5.000000000000009,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,1.1,5.030566314246832,5.0,5.0,5.314285714285723,1130.8617886178863,1177.5,1177.5,1169.7857142857142
-3.1,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.1,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.1,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
-3.1,1.5,8.081578947368422,8.750000000000002,8.75,8.750000000000005,1122.4817275747507,1150.0,1150.0,1150.0
-3.1,1.6,8.169483568075112,9.0,9.0,9.000000000000007,1125.9798339264535,1160.0,1160.0,1160.0
-3.1,1.7000000000000002,8.245454545454548,9.25,9.25,9.250000000000007,1128.992337164751,1170.0,1170.0,1170.0
-3.1,1.8,8.292827529021562,9.450000000000001,9.45,9.437500000000009,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,1.9000000000000001,8.292827529021562,9.450000000000001,9.45,9.437500000000009,1130.8617886178863,1177.5,1177.5,1177.5
-3.1,2.0,8.292827529021562,9.450000000000001,9.45,9.437500000000009,1130.8617886178863,1177.5,1177.5,1177.5
-3.0,0.0,1.721965560688786,0.6000000000000001,0.6000000000000001,0.624999999999998,1130.2802124833997,1175.0,1175.0,1175.0
-3.0,0.1,1.721965560688786,0.6000000000000001,0.6000000000000001,0.624999999999998,1130.2802124833997,1175.0,1175.0,1175.0
-3.0,0.2,1.721965560688786,0.6000000000000001,0.6000000000000001,0.624999999999998,1130.2802124833997,1175.0,1175.0,1175.0
-3.0,0.30000000000000004,1.7545454545454549,0.75,0.75,0.749999999999998,1128.9923371647508,1170.0,1170.0,1170.0
-3.0,0.4,1.8305164319248826,1.0,1.0,0.9999999999999986,1125.9798339264532,1160.0,1160.0,1160.0
-3.0,0.5,1.9184210526315795,1.25,1.25,1.2499999999999984,1122.4817275747507,1150.0,1150.0,1150.0
-3.0,0.6000000000000001,3.918320610687024,1.5,1.5,2.666666666666668,1118.588785046729,1140.0,1140.0,1133.3333333333333
-3.0,0.7000000000000001,4.683720930232558,5.0,5.0,3.60714285714286,1118.5887850467288,1140.0,1140.0,1135.7142857142858
-3.0,0.8,4.880046403712297,5.0,5.0,4.250000000000004,1125.9798339264535,1160.0,1160.0,1150.0
-3.0,0.9,4.969048123807505,5.000000000000001,5.0,4.6764705882353015,1130.2802124833997,1175.0,1175.0,1167.3529411764707
-3.0,1.0,5.0,5.000000000000001,5.0,5.000000000000008,1130.2802124833997,1175.0,1175.0,1175.0
-3.0,1.1,5.0309518761924945,5.000000000000001,5.0,5.3235294117647145,1130.2802124833997,1175.0,1175.0,1167.3529411764705
-3.0,1.2000000000000002,5.119953596287702,5.0,5.0,5.750000000000007,1125.9798339264532,1160.0,1160.0,1150.0
-3.0,1.3,5.316279069767444,5.0,5.0,6.392857142857148,1118.588785046729,1140.0,1140.0,1135.7142857142858
-3.0,1.4000000000000001,6.08167938931298,8.5,8.5,7.333333333333338,1118.5887850467288,1140.0,1140.0,1133.3333333333335
