x,y,z_COG,w_COG,z_MoM,w_MoM,z_ModMoM,w_ModMoM,z_CA,w_CA,,,x,y,z_COG,z_MOM,z_ModifiedMOM,z_CA,w_COG,w_MOM,w_ModifiedMOM,w_CA,,Z_COG差,W_COG差,,z_MoM差,w_MoM差,,z_ModMoM差,w_ModMoM差,,Z_CA,W_CA
-2.4,0.9,4.965484634,1019.128992,5,1159.95,5,1159.95,4.45,1076.95,,,-2.4,0.9,4.965484634,5,5,4.45,1019.543313,1160,1160,1077,,0,-0.075347222,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
-2.4,1,5,1019.128992,5,1159.95,5,1159.95,5,1094.95,,,-2.4,1,5,5,5,5,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
-2.4,1.1,5.034515366,1019.128992,5,1159.95,5,1159.95,5.55,1076.95,,,-2.4,1.1,5.034515366,5,5,5.55,1019.543313,1160,1160,1077,,0,-0.075347222,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
-2.4,1.2,5.119953596,1019.128992,5,1159.95,5,1159.95,6,1066.616667,,,-2.4,1.2,5.119953596,5,5,6,1019.543313,1160,1160,1066.666667,,-9.77E-15,-0.075347222,,0,-0.05,,0,-0.05,,0.00E+00,-0.049999667
-2.4,1.3,5.31627907,998.1394902,5,1139.95,5,1139.95,6.440909091,1049.95,,,-2.4,1.3,5.31627907,5,5,6.431818182,998.4975845,1140,1140,1050,,0,-0.065105792,,0,-0.05,,0,-0.05,,9.09E-03,-0.05
-2.4,1.4,6.081679389,998.1394902,8.5,1139.95,8.5,1139.95,7.01,1039.95,,,-2.4,1.4,6.081679389,8.5,8.5,7,998.4975845,1140,1140,1040,,-1.07E-14,-0.065105792,,0,-0.05,,0,-0.05,,1.00E-02,-0.05
-2.4,1.5,8.081578947,1010.088294,8.75,1149.95,8.75,1149.95,8.55,1078.521429,,,-2.4,1.5,8.081578947,8.75,8.75,8.535714286,1010.475046,1150,1150,1078.571429,,0,-0.070324646,,0,-0.05,,0,-0.05,,1.43E-02,-0.049999571
-2.4,1.6,8.169483568,1019.128992,9,1159.95,9,1159.95,8.7625,1094.95,,,-2.4,1.6,8.169483568,9,9,8.75,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,1.25E-02,-0.05
-2.4,1.7,8.169483568,1019.128992,9,1159.95,9,1159.95,8.7625,1094.95,,,-2.4,1.7,8.169483568,9,9,8.75,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,1.25E-02,-0.05
-2.4,1.8,8.169483568,1019.128992,9,1159.95,9,1159.95,8.7625,1094.95,,,-2.4,1.8,8.169483568,9,9,8.75,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,1.25E-02,-0.05
-2.4,1.9,8.169483568,1019.128992,9,1159.95,9,1159.95,8.7625,1094.95,,,-2.4,1.9,8.169483568,9,9,8.75,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,1.25E-02,-0.05
-2.4,2,8.169483568,1019.128992,9,1159.95,9,1159.95,8.7625,1094.95,,,-2.4,2,8.169483568,9,9,8.75,1019.543313,1160,1160,1095,,0,-0.075347222,,0,-0.05,,0,-0.05,,1.25E-02,-0.05
-2.3,0,1.851444391,1008.953995,1.05,1157.45,1.05,1157.45,1.295360825,1083.134536,,,-2.3,0,1.851444391,1.05,1.05,1.309063574,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,-1.37E-02,-0.035567093
-2.3,0.1,1.851444391,1008.953995,1.05,1157.45,1.05,1157.45,1.295360825,1083.134536,,,-2.3,0.1,1.851444391,1.05,1.05,1.309063574,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,-1.37E-02,-0.035567093
-2.3,0.2,1.851444391,1008.953995,1.05,1157.45,1.05,1157.45,1.295360825,1083.134536,,,-2.3,0.2,1.851444391,1.05,1.05,1.309063574,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,-1.37E-02,-0.035567093
-2.3,0.3,1.851444391,1008.953995,1.05,1157.45,1.05,1157.45,1.295360825,1083.134536,,,-2.3,0.3,1.851444391,1.05,1.05,1.309063574,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,-1.37E-02,-0.035567093
-2.3,0.4,1.851444391,1008.953995,1.05,1157.45,1.05,1157.45,1.295360825,1083.134536,,,-2.3,0.4,1.851444391,1.05,1.05,1.309063574,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,-1.37E-02,-0.035567093
-2.3,0.5,1.918421053,1002.034851,1.25,1149.95,1.25,1149.95,1.456818182,1070.420455,,,-2.3,0.5,1.918421053,1.25,1.25,1.462121212,1002.41136,1150,1150,1070.454545,,0,-0.068252077,,0,-0.05,,0,-0.05,,-5.30E-03,-0.034090455
-2.3,0.6,3.918320611,990.3169801,1.5,1139.95,1.5,1139.95,2.94516129,1035.445161,,,-2.3,0.6,3.918320611,1.5,1.5,2.948924731,990.6624441,1140,1140,1035.483871,,0,-0.062582605,,0,-0.05,,0,-0.05,,-3.76E-03,-0.038709968
-2.3,0.7,4.68372093,990.3169801,5,1139.95,5,1139.95,3.544285714,1041.398571,,,-2.3,0.7,4.68372093,5,5,3.547619048,990.6624441,1140,1140,1041.428571,,0,-0.062582605,,0,-0.05,,0,-0.05,,-3.33E-03,-0.030000429
-2.3,0.8,4.877094972,1008.953995,5,1157.45,5,1157.45,4.006896552,1058.907931,,,-2.3,0.8,4.877094972,5,5,4.006896552,1009.352603,1157.5,1157.5,1058.948276,,0,-0.072286743,,0,-0.05,,0,-0.05,,2.76E-10,-0.040344862
-2.3,0.9,4.964618926,1008.953995,5,1157.45,5,1157.45,4.454545455,1067.62686,,,-2.3,0.9,4.964618926,5,5,4.454545455,1009.352603,1157.5,1157.5,1067.665289,,0,-0.072286743,,0,-0.05,,0,-0.05,,4.55E-10,-0.038429256
-2.3,1,5,1008.953995,5,1157.45,5,1157.45,5,1083.134536,,,-2.3,1,5,5,5,5,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,0.00E+00,-0.035567093
-2.3,1.1,5.035381074,1008.953995,5,1157.45,5,1157.45,5.545454545,1067.62686,,,-2.3,1.1,5.035381074,5,5,5.545454545,1009.352603,1157.5,1157.5,1067.665289,,0,-0.072286743,,0,-0.05,,0,-0.05,,-4.55E-10,-0.038429256
-2.3,1.2,5.122905028,1008.953995,5,1157.45,5,1157.45,5.993103448,1058.907931,,,-2.3,1.2,5.122905028,5,5,5.993103448,1009.352603,1157.5,1157.5,1058.948276,,0,-0.072286743,,0,-0.05,,0,-0.05,,-2.76E-10,-0.040344862
-2.3,1.3,5.31627907,990.3169801,5,1139.95,5,1139.95,6.455714286,1041.398571,,,-2.3,1.3,5.31627907,5,5,6.452380952,990.6624441,1140,1140,1041.428571,,0,-0.062582605,,0,-0.05,,0,-0.05,,3.33E-03,-0.030000429
-2.3,1.4,6.081679389,990.3169801,8.5,1139.95,8.5,1139.95,7.05483871,1035.445161,,,-2.3,1.4,6.081679389,8.5,8.5,7.051075269,990.6624441,1140,1140,1035.483871,,-1.07E-14,-0.062582605,,0,-0.05,,0,-0.05,,3.76E-03,-0.038709968
-2.3,1.5,8.081578947,1002.034851,8.75,1149.95,8.75,1149.95,8.543181818,1070.420455,,,-2.3,1.5,8.081578947,8.75,8.75,8.537878788,1002.41136,1150,1150,1070.454545,,0,-0.068252077,,0,-0.05,,0,-0.05,,5.30E-03,-0.034090455
-2.3,1.6,8.148555609,1008.953995,8.95,1157.45,8.95,1157.45,8.704639175,1083.134536,,,-2.3,1.6,8.148555609,8.95,8.95,8.690936426,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,1.37E-02,-0.035567093
-2.3,1.7,8.148555609,1008.953995,8.95,1157.45,8.95,1157.45,8.704639175,1083.134536,,,-2.3,1.7,8.148555609,8.95,8.95,8.690936426,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,1.37E-02,-0.035567093
-2.3,1.8,8.148555609,1008.953995,8.95,1157.45,8.95,1157.45,8.704639175,1083.134536,,,-2.3,1.8,8.148555609,8.95,8.95,8.690936426,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,1.37E-02,-0.035567093
-2.3,1.9,8.148555609,1008.953995,8.95,1157.45,8.95,1157.45,8.704639175,1083.134536,,,-2.3,1.9,8.148555609,8.95,8.95,8.690936426,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,1.37E-02,-0.035567093
-2.3,2,8.148555609,1008.953995,8.95,1157.45,8.95,1157.45,8.704639175,1083.134536,,,-2.3,2,8.148555609,8.95,8.95,8.690936426,1009.352603,1157.5,1157.5,1083.170103,,0,-0.072286743,,0,-0.05,,0,-0.05,,1.37E-02,-0.035567093
-2.2,0,1.873082632,1000.099525,1.1,1154.95,1.1,1154.95,1.328571429,1071.70102,,,-2.2,0,1.873082632,1.1,1.1,1.356292517,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,-2.77E-02,-0.033673878
-2.2,0.1,1.873082632,1000.099525,1.1,1154.95,1.1,1154.95,1.328571429,1071.70102,,,-2.2,0.1,1.873082632,1.1,1.1,1.356292517,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,-2.77E-02,-0.033673878
-2.2,0.2,1.873082632,1000.099525,1.1,1154.95,1.1,1154.95,1.328571429,1071.70102,,,-2.2,0.2,1.873082632,1.1,1.1,1.356292517,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,-2.77E-02,-0.033673878
-2.2,0.3,1.873082632,1000.099525,1.1,1154.95,1.1,1154.95,1.328571429,1071.70102,,,-2.2,0.3,1.873082632,1.1,1.1,1.356292517,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,-2.77E-02,-0.033673878
-2.2,0.4,1.873082632,1000.099525,1.1,1154.95,1.1,1154.95,1.328571429,1071.70102,,,-2.2,0.4,1.873082632,1.1,1.1,1.356292517,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,-2.77E-02,-0.033673878
-2.2,0.5,1.918421053,995.4313296,1.25,1149.95,1.25,1149.95,1.441304348,1063.01087,,,-2.2,0.5,1.918421053,1.25,1.25,1.452898551,995.7950299,1150,1150,1063.043478,,0,-0.06600291,,0,-0.05,,0,-0.05,,-1.16E-02,-0.032608261
-2.2,0.6,3.918320611,984.018632,1.5,1139.95,1.5,1139.95,2.8875,1031.2125,,,-2.2,0.6,3.918320611,1.5,1.5,2.895833333,984.3493745,1140,1140,1031.25,,0,-0.060009646,,0,-0.05,,0,-0.05,,-8.33E-03,-0.0375
-2.2,0.7,4.68372093,984.018632,5,1139.95,5,1139.95,3.517567568,1033.755405,,,-2.2,0.7,4.68372093,5,5,3.524774775,984.3493745,1140,1140,1033.783784,,0,-0.060009646,,0,-0.05,,0,-0.05,,-7.21E-03,-0.028378784
-2.2,0.8,4.873810105,1000.099525,5,1154.95,5,1154.95,4.01369863,1051.399315,,,-2.2,0.8,4.873810105,5,5,4.01369863,1000.478793,1155,1155,1051.438356,,0,-0.068835418,,0,-0.05,,0,-0.05,,-1.37E-10,-0.039041164
-2.2,0.9,4.963654469,1000.099525,5,1154.95,5,1154.95,4.459016393,1058.569672,,,-2.2,0.9,4.963654469,5,5,4.459016393,1000.478793,1155,1155,1058.606557,,0,-0.068835418,,0,-0.05,,0,-0.05,,-4.43E-10,-0.036885377
-2.2,1,5,1000.099525,5,1154.95,5,1154.95,5,1071.70102,,,-2.2,1,5,5,5,5,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,0.00E+00,-0.033673878
-2.2,1.1,5.036345531,1000.099525,5,1154.95,5,1154.95,5.540983607,1058.569672,,,-2.2,1.1,5.036345531,5,5,5.540983607,1000.478793,1155,1155,1058.606557,,0,-0.068835418,,0,-0.05,,0,-0.05,,4.43E-10,-0.036885377
-2.2,1.2,5.126189895,1000.099525,5,1154.95,5,1154.95,5.98630137,1051.399315,,,-2.2,1.2,5.126189895,5,5,5.98630137,1000.478793,1155,1155,1051.438356,,0,-0.068835418,,0,-0.05,,0,-0.05,,1.37E-10,-0.039041164
-2.2,1.3,5.31627907,984.018632,5,1139.95,5,1139.95,6.482432432,1033.755405,,,-2.2,1.3,5.31627907,5,5,6.475225225,984.3493745,1140,1140,1033.783784,,0,-0.060009646,,0,-0.05,,0,-0.05,,7.21E-03,-0.028378784
-2.2,1.4,6.081679389,984.018632,8.5,1139.95,8.5,1139.95,7.1125,1031.2125,,,-2.2,1.4,6.081679389,8.5,8.5,7.104166667,984.3493745,1140,1140,1031.25,,-1.07E-14,-0.060009646,,0,-0.05,,0,-0.05,,8.33E-03,-0.0375
-2.2,1.5,8.081578947,995.4313296,8.75,1149.95,8.75,1149.95,8.558695652,1063.01087,,,-2.2,1.5,8.081578947,8.75,8.75,8.547101449,995.7950299,1150,1150,1063.043478,,0,-0.06600291,,0,-0.05,,0,-0.05,,1.16E-02,-0.032608261
-2.2,1.6,8.126917368,1000.099525,8.9,1154.95,8.9,1154.95,8.671428571,1071.70102,,,-2.2,1.6,8.126917368,8.9,8.9,8.643707483,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,2.77E-02,-0.033673878
-2.2,1.7,8.126917368,1000.099525,8.9,1154.95,8.9,1154.95,8.671428571,1071.70102,,,-2.2,1.7,8.126917368,8.9,8.9,8.643707483,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,2.77E-02,-0.033673878
-2.2,1.8,8.126917368,1000.099525,8.9,1154.95,8.9,1154.95,8.671428571,1071.70102,,,-2.2,1.8,8.126917368,8.9,8.9,8.643707483,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,2.77E-02,-0.033673878
-2.2,1.9,8.126917368,1000.099525,8.9,1154.95,8.9,1154.95,8.671428571,1071.70102,,,-2.2,1.9,8.126917368,8.9,8.9,8.643707483,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,2.77E-02,-0.033673878
-2.2,2,8.126917368,1000.099525,8.9,1154.95,8.9,1154.95,8.671428571,1071.70102,,,-2.2,2,8.126917368,8.9,8.9,8.643707483,1000.478793,1155,1155,1071.734694,,0,-0.068835418,,0,-0.05,,0,-0.05,,2.77E-02,-0.033673878
-2.1,0,1.895412844,992.2417655,1.15,1152.45,1.15,1152.45,1.368181818,1060.631818,,,-2.1,0,1.895412844,1.15,1.15,1.392045455,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,-2.39E-02,-0.050000182
-2.1,0.1,1.895412844,992.2417655,1.15,1152.45,1.15,1152.45,1.368181818,1060.631818,,,-2.1,0.1,1.895412844,1.15,1.15,1.392045455,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,-2.39E-02,-0.050000182
-2.1,0.2,1.895412844,992.2417655,1.15,1152.45,1.15,1152.45,1.368181818,1060.631818,,,-2.1,0.2,1.895412844,1.15,1.15,1.392045455,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,-2.39E-02,-0.050000182
-2.1,0.3,1.895412844,992.2417655,1.15,1152.45,1.15,1152.45,1.368181818,1060.631818,,,-2.1,0.3,1.895412844,1.15,1.15,1.392045455,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,-2.39E-02,-0.050000182
-2.1,0.4,1.895412844,992.2417655,1.15,1152.45,1.15,1152.45,1.368181818,1060.631818,,,-2.1,0.4,1.895412844,1.15,1.15,1.392045455,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,-2.39E-02,-0.050000182
-2.1,0.5,1.918421053,989.8870193,1.25,1149.95,1.25,1149.95,1.4375,1056.2,,,-2.1,0.5,1.918421053,1.25,1.25,1.4375,990.2382398,1150,1150,1056.25,,0,-0.063854423,,0,-0.05,,0,-0.05,,9.99E-15,-0.05
-2.1,0.6,3.918320611,978.7876857,1.5,1139.95,1.5,1139.95,2.840909091,1027.222727,,,-2.1,0.6,3.918320611,1.5,1.5,2.840909091,979.1047495,1140,1140,1027.272727,,0,-0.057637393,,0,-0.05,,0,-0.05,,9.09E-11,-0.050000273
-2.1,0.7,4.68372093,978.7876857,5,1139.95,5,1139.95,3.5,1026.873077,,,-2.1,0.7,4.68372093,5,5,3.5,979.1047495,1140,1140,1026.923077,,0,-0.057637393,,0,-0.05,,0,-0.05,,0.00E+00,-0.049999923
-2.1,0.8,4.870149441,992.2417655,5,1152.45,5,1152.45,4.020408163,1044.082653,,,-2.1,0.8,4.870149441,5,5,4.020408163,992.6010766,1152.5,1152.5,1044.132653,,9.77E-15,-0.065327398,,0,-0.05,,0,-0.05,,-2.65E-10,-0.050000061
-2.1,0.9,4.962578495,992.2417655,5,1152.45,5,1152.45,4.463414634,1049.767073,,,-2.1,0.9,4.962578495,5,5,4.463414634,992.6010766,1152.5,1152.5,1049.817073,,0,-0.065327398,,0,-0.05,,0,-0.05,,-1.46E-10,-0.050000171
-2.1,1,5,992.2417655,5,1152.45,5,1152.45,5,1060.631818,,,-2.1,1,5,5,5,5,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,0.00E+00,-0.050000182
-2.1,1.1,5.037421505,992.2417655,5,1152.45,5,1152.45,5.536585366,1049.767073,,,-2.1,1.1,5.037421505,5,5,5.536585366,992.6010766,1152.5,1152.5,1049.817073,,0,-0.065327398,,0,-0.05,,0,-0.05,,1.46E-10,-0.050000171
-2.1,1.2,5.129850559,992.2417655,5,1152.45,5,1152.45,5.979591837,1044.082653,,,-2.1,1.2,5.129850559,5,5,5.979591837,992.6010766,1152.5,1152.5,1044.132653,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.65E-10,-0.050000061
-2.1,1.3,5.31627907,978.7876857,5,1139.95,5,1139.95,6.5,1026.873077,,,-2.1,1.3,5.31627907,5,5,6.5,979.1047495,1140,1140,1026.923077,,0,-0.057637393,,0,-0.05,,0,-0.05,,0.00E+00,-0.049999923
-2.1,1.4,6.081679389,978.7876857,8.5,1139.95,8.5,1139.95,7.159090909,1027.222727,,,-2.1,1.4,6.081679389,8.5,8.5,7.159090909,979.1047495,1140,1140,1027.272727,,-1.07E-14,-0.057637393,,0,-0.05,,0,-0.05,,-9.09E-11,-0.050000273
-2.1,1.5,8.081578947,989.8870193,8.75,1149.95,8.75,1149.95,8.5625,1056.2,,,-2.1,1.5,8.081578947,8.75,8.75,8.5625,990.2382398,1150,1150,1056.25,,0,-0.063854423,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
-2.1,1.6,8.104587156,992.2417655,8.85,1152.45,8.85,1152.45,8.631818182,1060.631818,,,-2.1,1.6,8.104587156,8.85,8.85,8.607954545,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.39E-02,-0.050000182
-2.1,1.7,8.104587156,992.2417655,8.85,1152.45,8.85,1152.45,8.631818182,1060.631818,,,-2.1,1.7,8.104587156,8.85,8.85,8.607954545,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.39E-02,-0.050000182
-2.1,1.8,8.104587156,992.2417655,8.85,1152.45,8.85,1152.45,8.631818182,1060.631818,,,-2.1,1.8,8.104587156,8.85,8.85,8.607954545,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.39E-02,-0.050000182
-2.1,1.9,8.104587156,992.2417655,8.85,1152.45,8.85,1152.45,8.631818182,1060.631818,,,-2.1,1.9,8.104587156,8.85,8.85,8.607954545,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.39E-02,-0.050000182
-2.1,2,8.104587156,992.2417655,8.85,1152.45,8.85,1152.45,8.631818182,1060.631818,,,-2.1,2,8.104587156,8.85,8.85,8.607954545,992.6010766,1152.5,1152.5,1060.681818,,0,-0.065327398,,0,-0.05,,0,-0.05,,2.39E-02,-0.050000182
-2,0,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.1,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0.1,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.2,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0.2,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.3,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0.3,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.4,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0.4,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.5,1.918421053,985.1690746,1.25,1149.95,1.25,1149.95,1.41,1049.97,,,-2,0.5,1.918421053,1.25,1.25,1.416666667,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,-6.67E-03,-0.03
-2,0.6,3.918320611,974.3726686,1.5,1139.95,1.5,1139.95,2.779411765,1023.494118,,,-2,0.6,3.918320611,1.5,1.5,2.784313725,974.6784596,1140,1140,1023.529412,,0,-0.055494264,,0,-0.05,,0,-0.05,,-4.90E-03,-0.035293765
-2,0.7,4.68372093,974.3726686,5,1139.95,5,1139.95,3.5375,1023.7125,,,-2,0.7,4.68372093,5,5,3.5375,974.6784596,1140,1140,1023.75,,0,-0.055494264,,0,-0.05,,0,-0.05,,0.00E+00,-0.0375
-2,0.8,4.866062176,985.1690746,5,1149.95,5,1149.95,4.027027027,1036.990541,,,-2,0.8,4.866062176,5,5,4.027027027,985.509893,1150,1150,1037.027027,,0,-0.061862402,,0,-0.05,,0,-0.05,,-2.70E-11,-0.036486027
-2,0.9,4.961375661,985.1690746,5,1149.95,5,1149.95,4.467741935,1041.256452,,,-2,0.9,4.961375661,5,5,4.467741935,985.509893,1150,1150,1041.290323,,0,-0.061862402,,0,-0.05,,0,-0.05,,-4.84E-10,-0.033870581
-2,1,5,985.1690746,5,1149.95,5,1149.95,5,1049.97,,,-2,1,5,5,5,5,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,0.00E+00,-0.03
-2,1.1,5.038624339,985.1690746,5,1149.95,5,1149.95,5.532258065,1041.256452,,,-2,1.1,5.038624339,5,5,5.532258065,985.509893,1150,1150,1041.290323,,0,-0.061862402,,0,-0.05,,0,-0.05,,4.84E-10,-0.033870581
-2,1.2,5.133937824,985.1690746,5,1149.95,5,1149.95,5.972972973,1036.990541,,,-2,1.2,5.133937824,5,5,5.972972973,985.509893,1150,1150,1037.027027,,0,-0.061862402,,0,-0.05,,0,-0.05,,2.70E-11,-0.036486027
-2,1.3,5.31627907,974.3726686,5,1139.95,5,1139.95,6.4625,1023.7125,,,-2,1.3,5.31627907,5,5,6.4625,974.6784596,1140,1140,1023.75,,0,-0.055494264,,0,-0.05,,0,-0.05,,0.00E+00,-0.0375
-2,1.4,6.081679389,974.3726686,8.5,1139.95,8.5,1139.95,7.220588235,1023.494118,,,-2,1.4,6.081679389,8.5,8.5,7.215686275,974.6784596,1140,1140,1023.529412,,-1.07E-14,-0.055494264,,0,-0.05,,0,-0.05,,4.90E-03,-0.035293765
-2,1.5,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,1.5,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-2,1.6,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,1.6,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-2,1.7,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,1.7,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-2,1.8,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,1.8,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-2,1.9,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,1.9,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-2,2,8.081578947,985.1690746,8.75,1149.95,8.75,1149.95,8.59,1049.97,,,-2,2,8.081578947,8.75,8.75,8.583333333,985.509893,1150,1150,1050,,0,-0.061862402,,0,-0.05,,0,-0.05,,6.67E-03,-0.03
-1.9,0,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
-1.9,0.1,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0.1,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
-1.9,0.2,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0.2,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
-1.9,0.3,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0.3,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
-1.9,0.4,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0.4,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
-1.9,0.5,1.941918779,978.7301865,1.3,1147.45,1.3,1147.45,1.408910891,1039.65,,,-1.9,0.5,1.941918779,1.3,1.3,1.430486799,979.0523381,1147.5,1147.5,1039.678218,,0,-0.058475429,,0,-0.05,,0,-0.05,,-2.16E-02,-0.028217822
