x,y,z_COG,w_COG,z_MoM,w_MoM,z_ModMoM,w_ModMoM,z_CA,w_CA,,,x,y,z_COG,z_MOM,z_ModifiedMOM,z_CA,w_COG,w_MOM,w_ModifiedMOM,w_CA,,Z_COG差,W_COG差,,z_MoM差,w_MoM差,,z_ModMoM差,w_ModMoM差,,Z_CA,W_CA
-0.1,0.1,1.651190476,903.1761912,0.25,899.95,0.25,899.95,0.308108108,905.422973,,,-0.1,0.1,1.651190476,0.25,0.25,0.309121622,903.1965599,900,900,905.472973,,0,-0.003699869,,0,-0.05,,0,-0.05,,-1.01E-03,-0.049999973
-0.1,0.2,1.693442623,903.2741405,0.5,899.95,0.5,899.95,0.557575758,906.0863636,,,-0.1,0.2,1.693442623,0.5,0.5,0.558712121,903.2951304,900,900,906.1363636,,0,-0.003812707,,0,-0.05,,0,-0.05,,-1.14E-03,-0.050000036
-0.1,0.3,1.754545455,903.4515418,0.75,899.95,0.75,899.95,0.806896552,906.9327586,,,-0.1,0.3,1.754545455,0.75,0.75,0.808189655,903.4736557,900,900,906.9827586,,0,-0.004016884,,0,-0.05,,0,-0.05,,-1.29E-03,-0.050000021
-0.1,0.4,1.830516432,903.7348511,1,899.95,1,899.95,1.056,908.05,,,-0.1,0.4,1.830516432,1,1,1.0575,903.7587571,900,900,908.1,,0,-0.00434244,,0,-0.05,,0,-0.05,,-1.50E-03,-0.05
-0.1,0.5,1.918421053,904.175509,1.25,899.95,1.25,899.95,1.304761905,909.5928571,,,-0.1,0.5,1.918421053,1.25,1.25,1.306547619,904.2021956,900,900,909.6428571,,0,-0.004847555,,0,-0.05,,0,-0.05,,-1.79E-03,-0.050000043
-0.1,0.6,3.918320611,904.879096,1.5,899.95,1.5,899.95,2.746153846,915.5269231,,,-0.1,0.6,3.918320611,1.5,1.5,2.747596154,904.9102049,900,900,915.5769231,,0,-0.005650897,,0,-0.05,,0,-0.05,,-1.44E-03,-0.049999977
-0.1,0.7,4.68372093,904.879096,5,899.95,5,899.95,3.613333333,913.45,,,-0.1,0.7,4.68372093,5,5,3.614583333,904.9102049,900,900,913.5,,0,-0.005650897,,0,-0.05,,0,-0.05,,-1.25E-03,-0.05
-0.1,0.8,4.880046404,903.7348511,5.05,899.95,5.05,899.95,4.252941176,911.8617647,,,-0.1,0.8,4.880046404,5,5,4.21875,903.7587571,900,900,911.9117647,,0,-0.00434244,,0.05,-0.05,,0.05,-0.05,,3.42E-02,-0.050000006
-0.1,0.9,4.969772257,903.2741405,5,899.95,5,899.95,4.642105263,910.6078947,,,-0.1,0.9,4.969772257,5,5,4.643092105,903.2951304,900,900,910.6578947,,0,-0.003812707,,0,-0.05,,0,-0.05,,-9.87E-04,-0.050000037
-0.1,1,5,903.1482849,5,900,5,900,5,905.1037815,,,-0.1,1,5,5,5,5,903.1684938,900,900,905.105042,,0,-0.003667706,,0,0,,0,0,,-9.77E-15,-0.001260517
-0.1,1.1,5.030227743,903.2741405,5,899.95,5,899.95,5.357894737,910.6078947,,,-0.1,1.1,5.030227743,5,5,5.356907895,903.2951304,900,900,910.6578947,,0,-0.003812707,,0,-0.05,,0,-0.05,,9.87E-04,-0.050000037
-0.1,1.2,5.119953596,903.7348511,5.05,899.95,5.05,899.95,5.817647059,911.8617647,,,-0.1,1.2,5.119953596,5,5,5.78125,903.7587571,900,900,911.9117647,,0,-0.00434244,,0.05,-0.05,,0.05,-0.05,,3.64E-02,-0.050000006
-0.1,1.3,5.31627907,904.879096,5,899.95,5,899.95,6.386666667,913.45,,,-0.1,1.3,5.31627907,5,5,6.385416667,904.9102049,900,900,913.5,,0,-0.005650897,,0,-0.05,,0,-0.05,,1.25E-03,-0.05
-0.1,1.4,6.081679389,904.879096,8.5,899.95,8.5,899.95,7.253846154,915.5269231,,,-0.1,1.4,6.081679389,8.5,8.5,7.252403846,904.9102049,900,900,915.5769231,,-1.07E-14,-0.005650897,,0,-0.05,,0,-0.05,,1.44E-03,-0.049999977
-0.1,1.5,8.081578947,904.175509,8.75,899.95,8.75,899.95,8.695238095,909.5928571,,,-0.1,1.5,8.081578947,8.75,8.75,8.693452381,904.2021956,900,900,909.6428571,,0,-0.004847555,,0,-0.05,,0,-0.05,,1.79E-03,-0.050000043
-0.1,1.6,8.169483568,903.7348511,9,899.95,9,899.95,8.944,908.05,,,-0.1,1.6,8.169483568,9,9,8.9425,903.7587571,900,900,908.1,,0,-0.00434244,,0,-0.05,,0,-0.05,,1.50E-03,-0.05
-0.1,1.7,8.245454545,903.4515418,9.25,899.95,9.25,899.95,9.193103448,906.9327586,,,-0.1,1.7,8.245454545,9.25,9.25,9.191810345,903.4736557,900,900,906.9827586,,0,-0.004016884,,0,-0.05,,0,-0.05,,1.29E-03,-0.050000021
-0.1,1.8,8.306557377,903.2741405,9.5,899.95,9.5,899.95,9.442424242,906.0863636,,,-0.1,1.8,8.306557377,9.5,9.5,9.441287879,903.2951304,900,900,906.1363636,,0,-0.003812707,,0,-0.05,,0,-0.05,,1.14E-03,-0.050000036
-0.1,1.9,8.348809524,903.1761912,9.75,899.95,9.75,899.95,9.691891892,905.422973,,,-0.1,1.9,8.348809524,9.75,9.75,9.690878378,903.1965599,900,900,905.472973,,0,-0.003699869,,0,-0.05,,0,-0.05,,1.01E-03,-0.049999973
-0.1,2,8.363724463,903.1482849,9.95,900,9.95,900,9.890756303,905.1037815,,,-0.1,2,8.363724463,9.95,9.95,9.857317927,903.1684938,900,900,905.105042,,0,-0.003667706,,0,0,,0,0,,3.34E-02,-0.001260517
0,0,1.633333333,900,0,900,0,900,0,900,,,0,0,1.633333333,0,0,-2.66E-15,900,900,900,900,,0,0,,0,0,,0,0,,2.66E-15,0
0,0.1,1.651190476,900,0.25,899.95,0.25,899.95,0.25,899.95,,,0,0.1,1.651190476,0.25,0.25,0.25,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,3.00E-15,-0.05
0,0.2,1.693442623,900,0.5,899.95,0.5,899.95,0.5,899.95,,,0,0.2,1.693442623,0.5,0.5,0.5,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,3.00E-15,-0.05
0,0.3,1.754545455,900,0.75,899.95,0.75,899.95,0.75,899.95,,,0,0.3,1.754545455,0.75,0.75,0.75,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,2.00E-15,-0.05
0,0.4,1.830516432,900,1,899.95,1,899.95,1,899.95,,,0,0.4,1.830516432,1,1,1,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,2.00E-15,-0.05
0,0.5,1.918421053,900,1.25,899.95,1.25,899.95,1.25,899.95,,,0,0.5,1.918421053,1.25,1.25,1.25,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,9.99E-15,-0.05
0,0.6,3.918320611,900,1.5,899.95,1.5,899.95,2.666666667,899.95,,,0,0.6,3.918320611,1.5,1.5,2.666666667,900,900,900,900,,0,1.02E-12,,0,-0.05,,0,-0.05,,3.33E-10,-0.05
0,0.7,4.68372093,900,5,899.95,5,899.95,3.607142857,899.95,,,0,0.7,4.68372093,5,5,3.607142857,900,900,900,900,,0,1.02E-12,,0,-0.05,,0,-0.05,,-1.43E-10,-0.05
0,0.8,4.880046404,900,5.05,899.95,5.05,899.95,4.2875,899.95,,,0,0.8,4.880046404,5,5,4.25,900,900,900,900,,0,0,,0.05,-0.05,,0.05,-0.05,,3.75E-02,-0.05
0,0.9,4.969772257,900,5,899.95,5,899.95,4.694444444,899.95,,,0,0.9,4.969772257,5,5,4.694444444,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,-4.44E-10,-0.05
0,1,5,900,5,900,5,900,5,900,,,0,1,5,5,5,5,900,900,900,900,,0,0,,0,0,,0,0,,-9.77E-15,0
0,1.1,5.030227743,900,5,899.95,5,899.95,5.305555556,899.95,,,0,1.1,5.030227743,5,5,5.305555556,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,4.44E-10,-0.05
0,1.2,5.119953596,900,5.05,899.95,5.05,899.95,5.7875,899.95,,,0,1.2,5.119953596,5,5,5.75,900,900,900,900,,0,1.02E-12,,0.05,-0.05,,0.05,-0.05,,3.75E-02,-0.05
0,1.3,5.31627907,900,5,899.95,5,899.95,6.392857143,899.95,,,0,1.3,5.31627907,5,5,6.392857143,900,900,900,900,,0,1.02E-12,,0,-0.05,,0,-0.05,,1.43E-10,-0.05
0,1.4,6.081679389,900,8.5,899.95,8.5,899.95,7.333333333,899.95,,,0,1.4,6.081679389,8.5,8.5,7.333333333,900,900,900,900,,-1.07E-14,1.02E-12,,0,-0.05,,0,-0.05,,-3.33E-10,-0.05
0,1.5,8.081578947,900,8.75,899.95,8.75,899.95,8.75,899.95,,,0,1.5,8.081578947,8.75,8.75,8.75,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
0,1.6,8.169483568,900,9,899.95,9,899.95,9,899.95,,,0,1.6,8.169483568,9,9,9,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
0,1.7,8.245454545,900,9.25,899.95,9.25,899.95,9.25,899.95,,,0,1.7,8.245454545,9.25,9.25,9.25,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
0,1.8,8.306557377,900,9.5,899.95,9.5,899.95,9.5,899.95,,,0,1.8,8.306557377,9.5,9.5,9.5,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
0,1.9,8.348809524,900,9.75,899.95,9.75,899.95,9.75,899.95,,,0,1.9,8.348809524,9.75,9.75,9.75,900,900,900,900,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.05
0,2,8.366666667,900,10,900,10,900,10,900,,,0,2,8.366666667,10,10,10,900,900,900,900,,0,0,,0,0,,0,0,,0.00E+00,0
0.1,0,1.636275537,896.8480474,0.05,900,0.05,900,0.109243697,894.8936975,,,0.1,0,1.636275537,0.05,0.05,0.142682073,896.8315062,900,900,894.894958,,0,0,,0,0,,0,0,,-3.34E-02,-0.001260483
0.1,0.1,1.651190476,896.8201089,0.25,899.95,0.25,899.95,0.308108108,894.477027,,,0.1,0.1,1.651190476,0.25,0.25,0.309121622,896.8034401,900,900,894.527027,,0,0,,0,-0.05,,0,-0.05,,-1.01E-03,-0.050000027
0.1,0.2,1.693442623,896.7220468,0.5,899.95,0.5,899.95,0.557575758,893.8136364,,,0.1,0.2,1.693442623,0.5,0.5,0.558712121,896.7048696,900,900,893.8636364,,0,0,,0,-0.05,,0,-0.05,,-1.14E-03,-0.049999964
0.1,0.3,1.754545455,896.5444413,0.75,899.95,0.75,899.95,0.806896552,892.9672414,,,0.1,0.3,1.754545455,0.75,0.75,0.808189655,896.5263443,900,900,893.0172414,,0,0,,0,-0.05,,0,-0.05,,-1.29E-03,-0.049999979
0.1,0.4,1.830516432,896.2608064,1,899.95,1,899.95,1.056,891.85,,,0.1,0.4,1.830516432,1,1,1.0575,896.2412429,900,900,891.9,,0,0,,0,-0.05,,0,-0.05,,-1.50E-03,-0.05
0.1,0.5,1.918421053,895.8196434,1.25,899.95,1.25,899.95,1.304761905,890.3071429,,,0.1,0.5,1.918421053,1.25,1.25,1.306547619,895.7978044,900,900,890.3571429,,0,0,,0,-0.05,,0,-0.05,,-1.79E-03,-0.049999957
0.1,0.6,3.918320611,895.1152531,1.5,899.95,1.5,899.95,2.746153846,884.3730769,,,0.1,0.6,3.918320611,1.5,1.5,2.747596154,895.0897951,900,900,884.4230769,,0,0,,0,-0.05,,0,-0.05,,-1.44E-03,-0.050000023
0.1,0.7,4.68372093,895.1152531,5,899.95,5,899.95,3.613333333,886.45,,,0.1,0.7,4.68372093,5,5,3.614583333,895.0897951,900,900,886.5,,0,0,,0,-0.05,,0,-0.05,,-1.25E-03,-0.05
0.1,0.8,4.880046404,896.2608064,5.05,899.95,5.05,899.95,4.252941176,888.0382353,,,0.1,0.8,4.880046404,5,5,4.21875,896.2412429,900,900,888.0882353,,0,0,,0.05,-0.05,,0.05,-0.05,,3.42E-02,-0.049999994
0.1,0.9,4.969772257,896.7220468,5,899.95,5,899.95,4.642105263,889.2921053,,,0.1,0.9,4.969772257,5,5,4.643092105,896.7048696,900,900,889.3421053,,0,0,,0,-0.05,,0,-0.05,,-9.87E-04,-0.049999963
0.1,1,5,896.8480474,5,900,5,900,5,894.8936975,,,0.1,1,5,5,5,5,896.8315062,900,900,894.894958,,0,0,,0,0,,0,0,,-9.77E-15,-0.001260483
0.1,1.1,5.030227743,896.7220468,5,899.95,5,899.95,5.357894737,889.2921053,,,0.1,1.1,5.030227743,5,5,5.356907895,896.7048696,900,900,889.3421053,,0,0,,0,-0.05,,0,-0.05,,9.87E-04,-0.049999963
0.1,1.2,5.119953596,896.2608064,5.05,899.95,5.05,899.95,5.817647059,888.0382353,,,0.1,1.2,5.119953596,5,5,5.78125,896.2412429,900,900,888.0882353,,0,0,,0.05,-0.05,,0.05,-0.05,,3.64E-02,-0.049999994
0.1,1.3,5.31627907,895.1152531,5,899.95,5,899.95,6.386666667,886.45,,,0.1,1.3,5.31627907,5,5,6.385416667,895.0897951,900,900,886.5,,0,0,,0,-0.05,,0,-0.05,,1.25E-03,-0.05
0.1,1.4,6.081679389,895.1152531,8.5,899.95,8.5,899.95,7.253846154,884.3730769,,,0.1,1.4,6.081679389,8.5,8.5,7.252403846,895.0897951,900,900,884.4230769,,-1.07E-14,0,,0,-0.05,,0,-0.05,,1.44E-03,-0.050000023
0.1,1.5,8.081578947,895.8196434,8.75,899.95,8.75,899.95,8.695238095,890.3071429,,,0.1,1.5,8.081578947,8.75,8.75,8.693452381,895.7978044,900,900,890.3571429,,0,0,,0,-0.05,,0,-0.05,,1.79E-03,-0.049999957
0.1,1.6,8.169483568,896.2608064,9,899.95,9,899.95,8.944,891.85,,,0.1,1.6,8.169483568,9,9,8.9425,896.2412429,900,900,891.9,,0,0,,0,-0.05,,0,-0.05,,1.50E-03,-0.05
0.1,1.7,8.245454545,896.5444413,9.25,899.95,9.25,899.95,9.193103448,892.9672414,,,0.1,1.7,8.245454545,9.25,9.25,9.191810345,896.5263443,900,900,893.0172414,,0,0,,0,-0.05,,0,-0.05,,1.29E-03,-0.049999979
0.1,1.8,8.306557377,896.7220468,9.5,899.95,9.5,899.95,9.442424242,893.8136364,,,0.1,1.8,8.306557377,9.5,9.5,9.441287879,896.7048696,900,900,893.8636364,,0,0,,0,-0.05,,0,-0.05,,1.14E-03,-0.049999964
0.1,1.9,8.348809524,896.8201089,9.75,899.95,9.75,899.95,9.691891892,894.477027,,,0.1,1.9,8.348809524,9.75,9.75,9.690878378,896.8034401,900,900,894.527027,,0,0,,0,-0.05,,0,-0.05,,1.01E-03,-0.050000027
0.1,2,8.363724463,896.8480474,9.95,900,9.95,900,9.890756303,894.8936975,,,0.1,2,8.363724463,9.95,9.95,9.857317927,896.8315062,900,900,894.894958,,0,0,,0,0,,0,0,,3.34E-02,-0.001260483
0.2,0,1.642308704,893.6391963,0.15,900,0.15,900,0.261864407,889.5737288,,,0.2,0,1.642308704,0.15,0.15,0.278954802,893.606796,900,900,889.5762712,,0,0,,0,0,,0,0,,-1.71E-02,-0.002542386
0.2,0.1,1.651190476,893.6044243,0.25,899.95,0.25,899.95,0.360526316,889.1605263,,,0.2,0.1,1.651190476,0.25,0.25,0.361842105,893.5718854,900,900,889.2105263,,0,0,,0,-0.05,,0,-0.05,,-1.32E-03,-0.050000016
0.2,0.2,1.693442623,893.4098845,0.5,899.95,0.5,899.95,0.608823529,887.8911765,,,0.2,0.2,1.693442623,0.5,0.5,0.610294118,893.3763782,900,900,887.9411765,,0,0,,0,-0.05,,0,-0.05,,-1.47E-03,-0.049999971
0.2,0.3,1.754545455,893.0579472,0.75,899.95,0.75,899.95,0.856666667,886.2833333,,,0.2,0.3,1.754545455,0.75,0.75,0.858333333,893.0226939,900,900,886.3333333,,0,0,,0,-0.05,,0,-0.05,,-1.67E-03,-0.050000033
0.2,0.4,1.830516432,892.4969813,1,899.95,1,899.95,1.103846154,884.1807692,,,0.2,0.4,1.830516432,1,1,1.105769231,892.4589525,900,900,884.2307692,,0,0,,0,-0.05,,0,-0.05,,-1.92E-03,-0.050000031
0.2,0.5,1.918421053,891.6270801,1.25,899.95,1.25,899.95,1.35,881.3136364,,,0.2,0.5,1.918421053,1.25,1.25,1.352272727,891.584769,900,900,881.3636364,,0,0,,0,-0.05,,0,-0.05,,-2.27E-03,-0.049999964
0.2,0.6,3.918320611,890.2447102,1.5,899.95,1.5,899.95,2.810714286,870.6642857,,,0.2,0.6,3.918320611,1.5,1.5,2.8125,890.1956481,900,900,870.7142857,,0,0,,0,-0.05,,0,-0.05,,-1.79E-03,-0.050000014
0.2,0.7,4.68372093,890.2447102,5,899.95,5,899.95,3.615625,874.325,,,0.2,0.7,4.68372093,5,5,3.6171875,890.1956481,900,900,874.375,,0,0,,0,-0.05,,0,-0.05,,-1.56E-03,-0.05
0.2,0.8,4.880046404,892.4969813,5.05,899.95,5.05,899.95,4.219444444,877.1722222,,,0.2,0.8,4.880046404,5,5,4.1875,892.4589525,900,900,877.2222222,,0,0,,0.05,-0.05,,0.05,-0.05,,3.19E-02,-0.050000022
0.2,0.9,4.969772257,893.4098845,5,899.95,5,899.95,4.5925,879.45,,,0.2,0.9,4.969772257,5,5,4.59375,893.3763782,900,900,879.5,,0,0,,0,-0.05,,0,-0.05,,-1.25E-03,-0.05
0.2,1,5,893.6391963,5,900,5,900,5,889.5737288,,,0.2,1,5,5,5,5,893.606796,900,900,889.5762712,,0,0,,0,0,,0,0,,-9.77E-15,-0.002542386
0.2,1.1,5.030227743,893.4098845,5,899.95,5,899.95,5.4075,879.45,,,0.2,1.1,5.030227743,5,5,5.40625,893.3763782,900,900,879.5,,0,0,,0,-0.05,,0,-0.05,,1.25E-03,-0.05
0.2,1.2,5.119953596,892.4969813,5.05,899.95,5.05,899.95,5.847222222,877.1722222,,,0.2,1.2,5.119953596,5,5,5.8125,892.4589525,900,900,877.2222222,,0,0,,0.05,-0.05,,0.05,-0.05,,3.47E-02,-0.050000022
0.2,1.3,5.31627907,890.2447102,5,899.95,5,899.95,6.384375,874.325,,,0.2,1.3,5.31627907,5,5,6.3828125,890.1956481,900,900,874.375,,0,0,,0,-0.05,,0,-0.05,,1.56E-03,-0.05
0.2,1.4,6.081679389,890.2447102,8.5,899.95,8.5,899.95,7.189285714,870.6642857,,,0.2,1.4,6.081679389,8.5,8.5,7.1875,890.1956481,900,900,870.7142857,,-1.07E-14,0,,0,-0.05,,0,-0.05,,1.79E-03,-0.050000014
0.2,1.5,8.081578947,891.6270801,8.75,899.95,8.75,899.95,8.65,881.3136364,,,0.2,1.5,8.081578947,8.75,8.75,8.647727273,891.584769,900,900,881.3636364,,0,0,,0,-0.05,,0,-0.05,,2.27E-03,-0.049999964
0.2,1.6,8.169483568,892.4969813,9,899.95,9,899.95,8.896153846,884.1807692,,,0.2,1.6,8.169483568,9,9,8.894230769,892.4589525,900,900,884.2307692,,0,0,,0,-0.05,,0,-0.05,,1.92E-03,-0.050000031
0.2,1.7,8.245454545,893.0579472,9.25,899.95,9.25,899.95,9.143333333,886.2833333,,,0.2,1.7,8.245454545,9.25,9.25,9.141666667,893.0226939,900,900,886.3333333,,0,0,,0,-0.05,,0,-0.05,,1.67E-03,-0.050000033
0.2,1.8,8.306557377,893.4098845,9.5,899.95,9.5,899.95,9.391176471,887.8911765,,,0.2,1.8,8.306557377,9.5,9.5,9.389705882,893.3763782,900,900,887.9411765,,0,0,,0,-0.05,,0,-0.05,,1.47E-03,-0.049999971
0.2,1.9,8.348809524,893.6044243,9.75,899.95,9.75,899.95,9.639473684,889.1605263,,,0.2,1.9,8.348809524,9.75,9.75,9.638157895,893.5718854,900,900,889.2105263,,0,0,,0,-0.05,,0,-0.05,,1.32E-03,-0.050000016
0.2,2,8.357691296,893.6391963,9.85,900,9.85,900,9.738135593,889.5737288,,,0.2,2,8.357691296,9.85,9.85,9.721045198,893.606796,900,900,889.5762712,,0,0,,0,0,,0,0,,1.71E-02,-0.002542386
0.3,0,1.651190476,890.3632321,0.25,899.95,0.25,899.95,0.407692308,883.9884615,,,0.3,0,1.651190476,0.25,0.25,0.408653846,890.3156235,900,900,884.0384615,,0,0,,0,-0.05,,0,-0.05,,-9.62E-04,-0.050000038
0.3,0.1,1.651190476,890.3632321,0.25,899.95,0.25,899.95,0.407692308,883.9884615,,,0.3,0.1,1.651190476,0.25,0.25,0.408653846,890.3156235,900,900,884.0384615,,0,0,,0,-0.05,,0,-0.05,,-9.62E-04,-0.050000038
0.3,0.2,1.693442623,890.0742248,0.5,899.95,0.5,899.95,0.654285714,882.1642857,,,0.3,0.2,1.693442623,0.5,0.5,0.655357143,890.0252374,900,900,882.2142857,,0,1.02E-12,,0,-0.05,,0,-0.05,,-1.07E-03,-0.050000014
0.3,0.3,1.754545455,889.5519977,0.75,899.95,0.75,899.95,0.9,879.8693548,,,0.3,0.3,1.754545455,0.75,0.75,0.901209677,889.500526,900,900,879.9193548,,0,0,,0,-0.05,,0,-0.05,,-1.21E-03,-0.050000039
0.3,0.4,1.830516432,888.7212193,1,899.95,1,899.95,1.144444444,876.8944444,,,0.3,0.4,1.830516432,1,1,1.145833333,888.6658149,900,900,876.9444444,,0,0,,0,-0.05,,0,-0.05,,-1.39E-03,-0.050000044
0.3,0.5,1.918421053,887.4368334,1.25,899.95,1.25,899.95,1.386956522,872.8847826,,,0.3,0.5,1.918421053,1.25,1.25,1.388586957,887.3753953,900,900,872.9347826,,0,0,,0,-0.05,,0,-0.05,,-1.63E-03,-0.050000009
0.3,0.6,3.918320611,885.405546,1.5,899.95,1.5,899.95,2.863333333,858.45,,,0.3,0.6,3.918320611,1.5,1.5,2.864583333,885.3346804,900,900,858.5,,0,0,,0,-0.05,,0,-0.05,,-1.25E-03,-0.05
0.3,0.7,4.68372093,885.405546,5,899.95,5,899.95,3.614705882,863.3323529,,,0.3,0.7,4.68372093,5,5,3.615808824,885.3346804,900,900,863.3823529,,0,0,,0,-0.05,,0,-0.05,,-1.10E-03,-0.050000041
0.3,0.8,4.880046404,888.7212193,5.05,899.95,5.05,899.95,4.186842105,867.1868421,,,0.3,0.8,4.880046404,5,5,4.15625,888.6658149,900,900,867.2368421,,0,0,,0.05,-0.05,,0.05,-0.05,,3.06E-02,-0.050000005
0.3,0.9,4.969772257,890.0742248,5,899.95,5,899.95,4.545238095,870.3071429,,,0.3,0.9,4.969772257,5,5,4.546130952,890.0252374,900,900,870.3571429,,0,1.02E-12,,0,-0.05,,0,-0.05,,-8.93E-04,-0.049999957
0.3,1,5,890.3632321,4.95,899.95,4.95,899.95,4.953846154,883.9884615,,,0.3,1,5,5,5,5,890.3156235,900,900,884.0384615,,0,0,,-0.05,-0.05,,-0.05,-0.05,,-4.62E-02,-0.050000038
0.3,1.1,5.030227743,890.0742248,5,899.95,5,899.95,5.454761905,870.3071429,,,0.3,1.1,5.030227743,5,5,5.453869048,890.0252374,900,900,870.3571429,,0,0,,0,-0.05,,0,-0.05,,8.93E-04,-0.049999957
0.3,1.2,5.119953596,888.7212193,5.05,899.95,5.05,899.95,5.876315789,867.1868421,,,0.3,1.2,5.119953596,5,5,5.84375,888.6658149,900,900,867.2368421,,0,0,,0.05,-0.05,,0.05,-0.05,,3.26E-02,-0.050000005
0.3,1.3,5.31627907,885.405546,5,899.95,5,899.95,6.385294118,863.3323529,,,0.3,1.3,5.31627907,5,5,6.384191176,885.3346804,900,900,863.3823529,,0,0,,0,-0.05,,0,-0.05,,1.10E-03,-0.050000041
0.3,1.4,6.081679389,885.405546,8.5,899.95,8.5,899.95,7.136666667,858.45,,,0.3,1.4,6.081679389,8.5,8.5,7.135416667,885.3346804,900,900,858.5,,-1.07E-14,0,,0,-0.05,,0,-0.05,,1.25E-03,-0.05
0.3,1.5,8.081578947,887.4368334,8.75,899.95,8.75,899.95,8.613043478,872.8847826,,,0.3,1.5,8.081578947,8.75,8.75,8.611413043,887.3753953,900,900,872.9347826,,0,0,,0,-0.05,,0,-0.05,,1.63E-03,-0.050000009
0.3,1.6,8.169483568,888.7212193,9,899.95,9,899.95,8.855555556,876.8944444,,,0.3,1.6,8.169483568,9,9,8.854166667,888.6658149,900,900,876.9444444,,0,0,,0,-0.05,,0,-0.05,,1.39E-03,-0.050000044
0.3,1.7,8.245454545,889.5519977,9.25,899.95,9.25,899.95,9.1,879.8693548,,,0.3,1.7,8.245454545,9.25,9.25,9.098790323,889.500526,900,900,879.9193548,,0,0,,0,-0.05,,0,-0.05,,1.21E-03,-0.050000039
0.3,1.8,8.306557377,890.0742248,9.5,899.95,9.5,899.95,9.345714286,882.1642857,,,0.3,1.8,8.306557377,9.5,9.5,9.344642857,890.0252374,900,900,882.2142857,,0,1.02E-12,,0,-0.05,,0,-0.05,,1.07E-03,-0.050000014
0.3,1.9,8.348809524,890.3632321,9.75,899.95,9.75,899.95,9.592307692,883.9884615,,,0.3,1.9,8.348809524,9.75,9.75,9.591346154,890.3156235,900,900,884.0384615,,0,0,,0,-0.05,,0,-0.05,,9.62E-04,-0.050000038
0.3,2,8.348809524,890.3632321,9.8,899.95,9.8,899.95,9.638461538,883.9884615,,,0.3,2,8.348809524,9.75,9.75,9.591346154,890.3156235,900,900,884.0384615,,0,0,,0.05,-0.05,,0.05,-0.05,,4.71E-02,-0.050000038
0.4,0,1.662966916,887.0096849,0.3,900,0.3,900,0.496551724,878.2706897,,,0.4,0,1.662966916,0.3,0.3,0.531609195,886.9472915,900,900,878.2758621,,0,0,,0,0,,0,0,,-3.51E-02,-0.005172369
0.4,0.1,1.662966916,887.0096849,0.3,900,0.3,900,0.496551724,878.2706897,,,0.4,0.1,1.662966916,0.3,0.3,0.531609195,886.9472915,900,900,878.2758621,,0,0,,0,0,,0,0,,-3.51E-02,-0.005172369
0.4,0.2,1.693442623,886.7252851,0.5,899.95,0.5,899.95,0.688888889,876.6166667,,,0.4,0.2,1.693442623,0.5,0.5,0.694444444,886.6616597,900,900,876.6666667,,0,0,,0,-0.05,,0,-0.05,,-5.56E-03,-0.049999967
0.4,0.3,1.754545455,886.0374938,0.75,899.95,0.75,899.95,0.93125,873.7,,,0.4,0.3,1.754545455,0.75,0.75,0.9375,885.970733,900,900,873.75,,0,0,,0,-0.05,,0,-0.05,,-6.25E-03,-0.05
0.4,0.4,1.830516432,884.9454848,1,899.95,1,899.95,1.171428571,869.95,,,0.4,0.4,1.830516432,1,1,1.178571429,884.8737783,900,900,870,,0,0,,0,-0.05,,0,-0.05,,-7.14E-03,-0.05
0.4,0.5,1.918421053,883.2624235,1.25,899.95,1.25,899.95,1.408333333,864.95,,,0.4,0.5,1.918421053,1.25,1.25,1.416666667,883.1831729,900,900,865,,0,0,,0,-0.05,,0,-0.05,,-8.33E-03,-0.05
0.4,0.6,3.918320611,880.613406,1.5,899.95,1.5,899.95,2.9,847.45,,,0.4,0.6,3.918320611,1.5,1.5,2.90625,880.5224739,900,900,847.5,,0,0,,0,-0.05,,0,-0.05,,-6.25E-03,-0.05
0.4,0.7,4.68372093,880.613406,5,899.95,5,899.95,3.605555556,853.2833333,,,0.4,0.7,4.68372093,5,5,3.611111111,880.5224739,900,900,853.3333333,,0,0,,0,-0.05,,0,-0.05,,-5.56E-03,-0.050000033
0.4,0.8,4.880046404,884.9454848,5.05,899.95,5.05,899.95,4.15,857.95,,,0.4,0.8,4.880046404,5,5,4.125,884.8737783,900,900,858,,0,0,,0.05,-0.05,,0.05,-0.05,,2.50E-02,-0.05
0.4,0.9,4.969772257,886.7252851,5,899.95,5,899.95,4.5,861.7681818,,,0.4,0.9,4.969772257,5,5,4.5,886.6616597,900,900,861.8181818,,0,0,,0,-0.05,,0,-0.05,,0.00E+00,-0.050000018
