x,y,z_COG,w_COG,z_MoM,w_MoM,z_ModMoM,w_ModMoM,z_CA,w_CA
0.0,1.3,5.316279069767444,900.0,5.0,899.9500000000683,5.0,899.9500000000683,6.392857142857142,899.9500000000684
0.0,1.4,6.081679389312978,900.0,8.5,899.9500000000683,8.5,899.9500000000683,7.333333333333333,899.9500000000683
0.0,1.5,8.081578947368422,900.0,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.75,899.9500000000683
0.0,1.6,8.169483568075112,900.0000000000002,9.0,899.9500000000681,9.0,899.9500000000683,9.0,899.9500000000683
0.0,1.7,8.245454545454548,900.0,9.25,899.9500000000683,9.25,899.9500000000683,9.25,899.9500000000684
0.0,1.8,8.30655737704918,900.0000000000002,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.5,899.9500000000683
0.0,1.9,8.348809523809525,900.0,9.750000000000002,899.9500000000681,9.75,899.9500000000683,9.75,899.9500000000683
0.0,2.0,8.366666666666665,900.0,10.0,900.0000000000682,10.0,900.0000000000682,10.0,900.0000000000682
0.1,0.0,1.63627553693033,896.8480473730428,0.05,900.0000000000683,0.05,900.0000000000682,0.10924369747899161,894.8936974790586
0.1,0.1,1.6511904761904759,896.8201089429173,0.25,899.9500000000681,0.25,899.9500000000683,0.3081081081081081,894.477027027094
0.1,0.2,1.6934426229508197,896.7220467584533,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.5575757575757575,893.8136363637032
0.1,0.3,1.7545454545454549,896.5444412838382,0.75,899.9500000000683,0.75,899.9500000000683,0.8068965517241379,892.967241379377
0.1,0.4,1.8305164319248826,896.2608064433388,1.0,899.9500000000681,1.0,899.9500000000683,1.056,891.8500000000664
0.1,0.5,1.9184210526315795,895.8196434277473,1.25,899.9500000000683,1.25,899.9500000000683,1.3047619047619048,890.3071428572089
0.1,0.6,3.9183206106870214,895.1152530851788,1.5,899.9500000000683,1.5,899.9500000000683,2.7461538461538457,884.3730769231415
0.1,0.7,4.683720930232558,895.1152530851788,5.0,899.9500000000683,5.0,899.9500000000683,3.613333333333333,886.4500000000652
0.1,0.8,4.880046403712297,896.2608064433389,5.05,899.9500000000681,5.05,899.9500000000683,4.252941176470588,888.0382352941832
0.1,0.9,4.9697722567287785,896.7220467584533,5.0,899.9500000000683,5.0,899.9500000000683,4.642105263157894,889.2921052632237
0.1,1.0,4.999999999999999,896.8480473730428,5.0,900.0000000000683,5.0,900.0000000000682,4.999999999999999,894.8936974790586
0.1,1.1,5.030227743271221,896.7220467584533,5.0,899.9500000000683,5.0,899.9500000000683,5.3578947368421055,889.2921052632238
0.1,1.2,5.119953596287701,896.2608064433389,5.05,899.9500000000681,5.05,899.9500000000683,5.817647058823529,888.0382352941832
0.1,1.3,5.316279069767444,895.1152530851788,5.0,899.9500000000683,5.0,899.9500000000683,6.386666666666667,886.4500000000652
0.1,1.4,6.081679389312978,895.1152530851788,8.5,899.9500000000683,8.5,899.9500000000683,7.253846153846154,884.3730769231416
0.1,1.5,8.081578947368422,895.8196434277473,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.695238095238096,890.3071428572089
0.1,1.6,8.169483568075112,896.2608064433389,9.0,899.9500000000681,9.0,899.9500000000683,8.943999999999999,891.8500000000664
0.1,1.7,8.245454545454548,896.5444412838382,9.25,899.9500000000683,9.25,899.9500000000683,9.193103448275862,892.967241379377
0.1,1.8,8.30655737704918,896.7220467584533,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.442424242424243,893.8136363637032
0.1,1.9,8.348809523809525,896.8201089429173,9.750000000000002,899.9500000000681,9.75,899.9500000000683,9.69189189189189,894.477027027094
0.1,2.0,8.36372446306967,896.8480473730428,9.95,900.0000000000683,9.95,900.0000000000682,9.890756302521007,894.8936974790586
0.2,0.0,1.6423087036550092,893.6391962658712,0.15000000000000002,900.0000000000682,0.15000000000000002,900.0000000000682,0.26186440677966105,889.573728813625
0.2,0.1,1.6511904761904759,893.6044242998242,0.25,899.9500000000681,0.25,899.9500000000683,0.3605263157894737,889.1605263158552
0.2,0.2,1.6934426229508197,893.4098845388526,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.6088235294117648,887.8911764706537
0.2,0.3,1.7545454545454549,893.0579471569137,0.75,899.9500000000683,0.75,899.9500000000683,0.8566666666666666,886.2833333333984
0.2,0.4,1.8305164319248826,892.4969812845414,1.0,899.9500000000681,1.0,899.9500000000683,1.103846153846154,884.1807692308339
0.2,0.5,1.9184210526315795,891.6270800792257,1.25,899.9500000000683,1.25,899.9500000000683,1.35,881.3136363637003
0.2,0.6,3.9183206106870214,890.2447102305774,1.5,899.9500000000683,1.5,899.9500000000683,2.810714285714285,870.6642857143472
0.2,0.7,4.683720930232558,890.2447102305774,5.0,899.9500000000683,5.0,899.9500000000683,3.615624999999999,874.3250000000623
0.2,0.8,4.880046403712297,892.4969812845417,5.05,899.9500000000681,5.05,899.9500000000683,4.219444444444444,877.1722222222853
0.2,0.9,4.9697722567287785,893.4098845388526,5.0,899.9500000000683,5.0,899.9500000000683,4.592499999999999,879.4500000000636
0.2,1.0,5.0,893.6391962658712,5.0,900.0000000000682,5.0,900.0000000000682,5.0,889.573728813625
0.2,1.1,5.030227743271221,893.4098845388526,5.0,899.9500000000683,5.0,899.9500000000683,5.4075,879.4500000000636
0.2,1.2,5.119953596287701,892.4969812845417,5.05,899.9500000000681,5.05,899.9500000000683,5.847222222222221,877.1722222222853
0.2,1.3,5.316279069767444,890.2447102305774,5.0,899.9500000000683,5.0,899.9500000000683,6.3843749999999995,874.3250000000623
0.2,1.4,6.081679389312978,890.2447102305774,8.5,899.9500000000683,8.5,899.9500000000683,7.189285714285713,870.6642857143472
0.2,1.5,8.081578947368422,891.6270800792257,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.65,881.3136363637003
0.2,1.6,8.169483568075112,892.4969812845417,9.0,899.9500000000681,9.0,899.9500000000683,8.896153846153846,884.1807692308339
0.2,1.7,8.245454545454548,893.0579471569137,9.25,899.9500000000683,9.25,899.9500000000683,9.143333333333333,886.2833333333984
0.2,1.8,8.30655737704918,893.4098845388526,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.391176470588235,887.8911764706537
0.2,1.9,8.348809523809525,893.6044242998242,9.750000000000002,899.9500000000681,9.75,899.9500000000683,9.639473684210525,889.1605263158552
0.2,2.0,8.35769129634499,893.6391962658712,9.85,900.0000000000682,9.850000000000001,900.0000000000682,9.73813559322034,889.573728813625
0.3,0.0,1.6511904761904759,890.3632320916211,0.25,899.9500000000681,0.25,899.9500000000683,0.40769230769230774,883.9884615385263
0.3,0.1,1.6511904761904759,890.3632320916211,0.25,899.9500000000681,0.25,899.9500000000683,0.40769230769230774,883.9884615385263
0.3,0.2,1.6934426229508197,890.074224788039,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.6542857142857142,882.16428571435
0.3,0.3,1.7545454545454549,889.5519976587111,0.75,899.9500000000683,0.75,899.9500000000683,0.9,879.8693548387736
0.3,0.4,1.8305164319248826,888.7212192853546,1.0,899.9500000000681,1.0,899.9500000000683,1.1444444444444446,876.8944444445076
0.3,0.5,1.9184210526315795,887.4368334480006,1.25,899.9500000000683,1.25,899.9500000000683,1.3869565217391304,872.8847826087577
0.3,0.6,3.9183206106870214,885.4055460115939,1.5,899.9500000000683,1.5,899.9500000000683,2.8633333333333337,858.450000000059
0.3,0.7,4.683720930232558,885.4055460115939,5.0,899.9500000000683,5.0,899.9500000000683,3.6147058823529408,863.3323529412366
0.3,0.8,4.880046403712297,888.7212192853546,5.05,899.9500000000681,5.05,899.9500000000683,4.186842105263158,867.1868421053242
0.3,0.9,4.9697722567287785,890.074224788039,5.0,899.9500000000683,5.0,899.9500000000683,4.545238095238095,870.3071428572044
0.3,1.0,5.0,890.3632320916211,4.950000000000001,899.9500000000681,4.95,899.9500000000683,4.953846153846154,883.9884615385263
0.3,1.1,5.030227743271221,890.074224788039,5.0,899.9500000000683,5.0,899.9500000000683,5.454761904761905,870.3071428572046
0.3,1.2,5.119953596287701,888.7212192853546,5.05,899.9500000000681,5.05,899.9500000000683,5.876315789473684,867.1868421053242
0.3,1.3,5.316279069767444,885.4055460115939,5.0,899.9500000000683,5.0,899.9500000000683,6.385294117647059,863.3323529412366
0.3,1.4,6.081679389312978,885.4055460115939,8.5,899.9500000000683,8.5,899.9500000000683,7.136666666666667,858.450000000059
0.3,1.5,8.081578947368422,887.4368334480006,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.61304347826087,872.8847826087577
0.3,1.6,8.169483568075112,888.7212192853546,9.0,899.9500000000681,9.0,899.9500000000683,8.855555555555554,876.8944444445076
0.3,1.7,8.245454545454548,889.5519976587111,9.25,899.9500000000683,9.25,899.9500000000683,9.1,879.8693548387736
0.3,1.8,8.30655737704918,890.074224788039,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.345714285714285,882.16428571435
0.3,1.9,8.348809523809525,890.3632320916211,9.750000000000002,899.9500000000681,9.75,899.9500000000683,9.592307692307692,883.9884615385262
0.3,2.0,8.348809523809527,890.3632320916211,9.8,899.9500000000681,9.8,899.9500000000683,9.63846153846154,883.9884615385263
0.4,0.0,1.662966915688367,887.0096849304483,0.3,900.0000000000682,0.30000000000000004,900.0000000000682,0.49655172413793114,878.2706896552356
0.4,0.1,1.662966915688367,887.0096849304483,0.3,900.0000000000682,0.30000000000000004,900.0000000000682,0.49655172413793114,878.2706896552356
0.4,0.2,1.6934426229508197,886.7252850915004,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.688888888888889,876.6166666667295
0.4,0.3,1.7545454545454549,886.0374938473096,0.75,899.9500000000683,0.75,899.9500000000683,0.9312499999999999,873.7000000000623
0.4,0.4,1.8305164319248826,884.9454847629958,1.0,899.9500000000681,1.0,899.9500000000683,1.1714285714285715,869.9500000000614
0.4,0.5,1.9184210526315795,883.2624235272198,1.25,899.9500000000683,1.25,899.9500000000683,1.4083333333333334,864.9500000000603
0.4,0.6,3.9183206106870214,880.6134059925905,1.5,899.9500000000683,1.5,899.9500000000683,2.9,847.4500000000564
0.4,0.7,4.683720930232558,880.6134059925903,5.0,899.9500000000683,5.0,899.9500000000683,3.6055555555555556,853.283333333391
0.4,0.8,4.880046403712297,884.9454847629958,5.05,899.9500000000681,5.05,899.9500000000683,4.15,857.9500000000588
0.4,0.9,4.9697722567287785,886.7252850915004,5.0,899.9500000000683,5.0,899.9500000000683,4.499999999999999,861.7681818182414
0.4,1.0,4.999999999999999,887.0096849304483,5.000000000000001,900.0000000000682,5.0,900.0000000000682,5.000000000000001,878.2706896552356
0.4,1.1,5.030227743271221,886.7252850915004,5.0,899.9500000000683,5.0,899.9500000000683,5.500000000000001,861.7681818182415
0.4,1.2,5.119953596287701,884.9454847629958,5.05,899.9500000000681,5.05,899.9500000000683,5.905,857.9500000000588
0.4,1.3,5.316279069767444,880.6134059925903,5.0,899.9500000000683,5.0,899.9500000000683,6.388888888888889,853.283333333391
0.4,1.4,6.081679389312978,880.6134059925903,8.5,899.9500000000683,8.5,899.9500000000683,7.093750000000001,847.4500000000564
0.4,1.5,8.081578947368422,883.2624235272198,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.583333333333334,864.9500000000603
0.4,1.6,8.169483568075112,884.9454847629958,9.0,899.9500000000681,9.0,899.9500000000683,8.821428571428571,869.9500000000616
0.4,1.7,8.245454545454548,886.0374938473096,9.25,899.9500000000683,9.25,899.9500000000683,9.0625,873.7000000000623
0.4,1.8,8.30655737704918,886.7252850915004,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.305555555555555,876.6166666667295
0.4,1.9,8.337033084311631,887.0096849304483,9.700000000000001,900.0000000000682,9.7,900.0000000000682,9.498275862068965,878.2706896552356
0.4,2.0,8.337033084311631,887.0096849304483,9.700000000000001,900.0000000000682,9.7,900.0000000000682,9.498275862068965,878.2706896552356
0.5,0.0,1.6771035598705502,883.5676846891616,0.4000000000000001,900.0000000000682,0.4,900.0000000000682,0.6282608695652173,872.2760869565836
0.5,0.1,1.6771035598705502,883.5676846891616,0.4000000000000001,900.0000000000682,0.4,900.0000000000682,0.6282608695652173,872.2760869565836
0.5,0.2,1.6934426229508197,883.3727609111037,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.7229729729729729,871.2337837838454
0.5,0.3,1.7545454545454549,882.524729846036,0.75,899.9500000000683,0.75,899.9500000000683,0.9621212121212122,867.7530303030912
0.5,0.4,1.8305164319248826,881.1809858913186,1.0,899.9500000000681,1.0,899.9500000000683,1.1982758620689655,863.3120689655772
0.5,0.5,1.9184210526315795,879.1163498533388,1.25,899.9500000000683,1.25,899.9500000000683,1.4300000000000002,857.4500000000586
0.5,0.6,3.9183206106870214,875.8824204830407,1.5,899.9500000000683,1.5,899.9500000000683,2.933823529411764,837.450000000054
0.5,0.7,4.683720930232558,875.8824204830408,5.0,899.9500000000683,5.0,899.9500000000683,3.598684210526315,844.0289473684766
0.5,0.8,4.880046403712297,881.1809858913188,5.05,899.9500000000681,5.05,899.9500000000683,4.117857142857142,849.3547619048187
0.5,0.9,4.9697722567287785,883.3727609111037,5.0,899.9500000000683,5.0,899.9500000000683,4.51111111111111,857.6722222222809
0.5,1.0,5.0,883.5676846891616,5.0,900.0000000000682,5.0,900.0000000000682,5.0,872.2760869565836
0.5,1.1,5.030227743271221,883.3727609111038,5.0,899.9500000000683,5.0,899.9500000000683,5.488888888888889,857.6722222222809
0.5,1.2,5.119953596287701,881.1809858913188,5.05,899.9500000000681,5.05,899.9500000000683,5.939285714285714,849.3547619048187
0.5,1.3,5.316279069767444,875.8824204830408,5.0,899.9500000000683,5.0,899.9500000000683,6.401315789473684,844.0289473684766
0.5,1.4,6.081679389312978,875.8824204830408,8.5,899.9500000000683,8.5,899.9500000000683,7.0661764705882355,837.450000000054
0.5,1.5,8.081578947368422,879.1163498533388,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.57,857.4500000000586
0.5,1.6,8.169483568075112,881.1809858913188,9.0,899.9500000000681,9.0,899.9500000000683,8.801724137931034,863.3120689655772
0.5,1.7,8.245454545454548,882.524729846036,9.25,899.9500000000683,9.25,899.9500000000683,9.037878787878789,867.7530303030912
0.5,1.8,8.30655737704918,883.3727609111037,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.277027027027028,871.2337837838454
0.5,1.9,8.322896440129453,883.5676846891616,9.600000000000001,900.0000000000682,9.600000000000001,900.0000000000682,9.371739130434783,872.2760869565836
0.5,2.0,8.322896440129453,883.5676846891616,9.600000000000001,900.0000000000682,9.600000000000001,900.0000000000682,9.371739130434783,872.2760869565836
0.6,0.0,1.6934426229508197,880.0258043319834,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.7526315789473684,866.0026315790078
0.6,0.1,1.6934426229508197,880.0258043319834,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.7526315789473684,866.0026315790078
0.6,0.2,1.6934426229508197,880.0258043319834,0.5000000000000001,899.9500000000683,0.5,899.9500000000683,0.7526315789473684,866.0026315790078
0.6,0.3,1.7545454545454549,879.0233730223456,0.75,899.9500000000683,0.75,899.9500000000683,0.9882352941176469,862.0088235294714
0.6,0.4,1.8305164319248826,877.4381590488916,1.0,899.9500000000681,1.0,899.9500000000683,1.22,856.9500000000585
0.6,0.5,1.9184210526315795,875.0100877389655,1.25,899.9500000000683,1.25,899.9500000000683,1.4461538461538461,850.3346153846724
0.6,0.6,3.9183206106870214,871.2252362184398,1.5,899.9500000000683,1.5,899.9500000000683,2.9611111111111112,828.2833333333853
0.6,0.7,4.683720930232558,871.2252362184398,5.0,899.9500000000683,5.0,899.9500000000683,3.5899999999999994,835.4500000000536
0.6,0.8,4.880046403712297,877.4381590488917,5.05,899.9500000000681,5.05,899.9500000000683,4.086363636363637,841.3136363636913
0.6,0.9,4.969772256728778,880.0258043319834,5.0,899.9500000000683,5.0,899.9500000000683,4.521739130434782,853.6456521739707
0.6,1.0,5.0,880.0258043319834,5.0,899.9500000000683,5.0,899.9500000000683,5.0,866.0026315790078
0.6,1.1,5.030227743271221,880.0258043319834,5.0,899.9500000000683,5.0,899.9500000000683,5.478260869565218,853.6456521739708
0.6,1.2,5.119953596287701,877.4381590488917,5.05,899.9500000000681,5.05,899.9500000000683,5.968181818181817,841.3136363636913
0.6,1.3,5.316279069767444,871.2252362184398,5.0,899.9500000000683,5.0,899.9500000000683,6.41,835.4500000000536
0.6,1.4,6.081679389312978,871.2252362184398,8.5,899.9500000000683,8.5,899.9500000000683,7.038888888888889,828.2833333333853
0.6,1.5,8.081578947368422,875.0100877389655,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.553846153846154,850.3346153846724
0.6,1.6,8.169483568075112,877.4381590488917,9.0,899.9500000000681,9.0,899.9500000000683,8.78,856.9500000000585
0.6,1.7,8.245454545454548,879.0233730223456,9.25,899.9500000000683,9.25,899.9500000000683,9.011764705882353,862.0088235294714
0.6,1.8,8.30655737704918,880.0258043319834,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.247368421052633,866.0026315790078
0.6,1.9,8.30655737704918,880.0258043319834,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.247368421052633,866.0026315790078
0.6,2.0,8.30655737704918,880.0258043319834,9.500000000000002,899.9500000000683,9.5,899.9500000000683,9.247368421052633,866.0026315790078
0.7,0.0,1.7119900083263948,876.3718971816177,0.5500000000000002,900.0000000000681,0.55,900.0000000000682,0.8287610619469028,859.5703539823598
0.7,0.1,1.7119900083263948,876.3718971816177,0.5500000000000002,900.0000000000681,0.55,900.0000000000682,0.8287610619469028,859.5703539823598
0.7,0.2,1.7119900083263948,876.3718971816177,0.5500000000000002,900.0000000000681,0.55,900.0000000000682,0.8287610619469028,859.5703539823598
0.7,0.3,1.7545454545454549,875.5424517299468,0.75,899.9500000000683,0.75,899.9500000000683,1.01,856.4500000000583
0.7,0.4,1.8305164319248826,873.7266623358546,1.0,899.9500000000681,1.0,899.9500000000683,1.2370967741935486,850.8370967742507
0.7,0.5,1.9184210526315795,870.954096162161,1.25,899.9500000000683,1.25,899.9500000000683,1.4574074074074073,843.5611111111664
0.7,0.6,3.9183206106870214,866.6530629243546,1.5,899.9500000000683,1.5,899.9500000000683,2.982894736842105,819.8184210526815
0.7,0.7,4.683720930232558,866.6530629243546,5.0,899.9500000000683,5.0,899.9500000000683,3.579761904761904,827.4500000000517
0.7,0.8,4.880046403712297,873.7266623358546,5.05,899.9500000000681,5.05,899.9500000000683,4.055434782608694,833.75434782614
0.7,0.9,4.9693105381165905,876.3718971816177,5.0,900.0000000000681,5.0,900.0000000000682,4.518248175182481,848.2500000000565
0.7,1.0,5.0,876.3718971816177,5.0,900.0000000000681,5.0,900.0000000000682,5.0,859.5703539823598
0.7,1.1,5.030689461883408,876.3718971816177,5.0,900.0000000000681,5.0,900.0000000000682,5.481751824817517,848.2500000000565
0.7,1.2,5.119953596287701,873.7266623358546,5.05,899.9500000000681,5.05,899.9500000000683,5.996739130434782,833.75434782614
0.7,1.3,5.316279069767444,866.6530629243546,5.0,899.9500000000683,5.0,899.9500000000683,6.420238095238094,827.4500000000517
0.7,1.4,6.081679389312978,866.6530629243546,8.5,899.9500000000683,8.5,899.9500000000683,7.017105263157894,819.8184210526814
0.7,1.5,8.081578947368422,870.954096162161,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.542592592592591,843.5611111111664
0.7,1.6,8.169483568075112,873.7266623358546,9.0,899.9500000000681,9.0,899.9500000000683,8.76290322580645,850.8370967742505
0.7,1.7,8.245454545454548,875.5424517299468,9.25,899.9500000000683,9.25,899.9500000000683,8.989999999999998,856.4500000000583
0.7,1.8,8.288009991673608,876.3718971816177,9.450000000000001,900.0000000000681,9.45,900.0000000000682,9.171238938053095,859.5703539823598
0.7,1.9,8.288009991673608,876.3718971816177,9.450000000000001,900.0000000000681,9.45,900.0000000000682,9.171238938053095,859.5703539823598
0.7,2.0,8.288009991673608,876.3718971816177,9.450000000000001,900.0000000000681,9.45,900.0000000000682,9.171238938053095,859.5703539823598
0.8,0.0,1.7323911814584512,872.5929347961663,0.6500000000000001,900.0000000000682,0.65,900.0000000000682,0.9285714285714287,852.8464285714861
0.8,0.1,1.7323911814584512,872.5929347961663,0.6500000000000001,900.0000000000682,0.65,900.0000000000682,0.9285714285714287,852.8464285714861
0.8,0.2,1.7323911814584512,872.5929347961663,0.6500000000000001,900.0000000000682,0.65,900.0000000000682,0.9285714285714287,852.8464285714861
0.8,0.3,1.7545454545454549,872.0903499830107,0.75,899.9500000000683,0.75,899.9500000000683,1.0166666666666668,851.0611111111683
0.8,0.4,1.8305164319248826,870.0553773240979,1.0,899.9500000000681,1.0,899.9500000000683,1.2374999999999998,844.9500000000558
0.8,0.5,1.9184210526315795,866.9578357565658,1.25,899.9500000000683,1.25,899.9500000000683,1.4500000000000002,837.0928571429112
0.8,0.6,3.9183206106870214,862.1757318597463,1.5,899.9500000000683,1.5,899.9500000000683,2.9899999999999998,811.9500000000482
0.8,0.7,4.683720930232558,862.1757318597463,5.0,899.9500000000683,5.0,899.9500000000683,3.5500000000000003,819.9500000000502
0.8,0.8,4.880046403712297,870.055377324098,5.05,899.9500000000681,5.05,899.9500000000683,4.0166666666666675,826.6166666667184
0.8,0.9,4.968763371844244,872.5929347961663,5.0,900.0000000000682,5.0,900.0000000000682,4.5058823529411764,842.6294117647611
0.8,1.0,5.000000000000001,872.5929347961663,5.0,900.0000000000682,5.0,900.0000000000682,4.989285714285715,852.8464285714861
0.8,1.1,5.031236628155756,872.5929347961663,5.0,900.0000000000682,5.0,900.0000000000682,5.476470588235294,842.6294117647611
0.8,1.2,5.119953596287701,870.055377324098,5.05,899.9500000000681,5.05,899.9500000000683,6.016666666666667,826.6166666667184
0.8,1.3,5.316279069767444,862.1757318597463,5.0,899.9500000000683,5.0,899.9500000000683,6.4318181818181825,819.9500000000502
0.8,1.4,6.081679389312978,862.1757318597463,8.5,899.9500000000683,8.5,899.9500000000683,7.000000000000001,811.9500000000484
0.8,1.5,8.081578947368422,866.9578357565658,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.55,837.0928571429112
0.8,1.6,8.169483568075112,870.055377324098,9.0,899.9500000000681,9.0,899.9500000000683,8.762500000000001,844.9500000000559
0.8,1.7,8.245454545454548,872.0903499830107,9.25,899.9500000000683,9.25,899.9500000000683,8.983333333333334,851.0611111111683
0.8,1.8,8.267608818541548,872.5929347961663,9.35,900.0000000000682,9.350000000000001,900.0000000000682,9.071428571428573,852.8464285714861
0.8,1.9,8.267608818541548,872.5929347961663,9.35,900.0000000000682,9.350000000000001,900.0000000000682,9.071428571428573,852.8464285714861
0.8,2.0,8.267608818541548,872.5929347961663,9.35,900.0000000000682,9.350000000000001,900.0000000000682,9.071428571428573,852.8464285714861
0.9,0.0,1.7545454545454544,868.674808390841,0.7000000000000001,899.9500000000683,0.7000000000000001,899.9500000000683,0.9918918918918921,845.8283783784344
0.9,0.1,1.7545454545454544,868.674808390841,0.7000000000000001,899.9500000000683,0.7000000000000001,899.9500000000683,0.9918918918918921,845.8283783784344
0.9,0.2,1.7545454545454544,868.674808390841,0.7000000000000001,899.9500000000683,0.7000000000000001,899.9500000000683,0.9918918918918921,845.8283783784344
0.9,0.3,1.7545454545454549,868.6748083908409,0.75,899.9500000000683,0.75,899.9500000000683,1.0297297297297296,845.8283783784344
0.9,0.4,1.8305164319248826,866.4324180775795,1.0,899.9500000000681,1.0,899.9500000000683,1.2454545454545456,839.2681818182363
0.9,0.5,1.9184210526315795,863.0297953667138,1.25,899.9500000000683,1.25,899.9500000000683,1.4517241379310346,830.8982758621215
0.9,0.6,3.9183206106870214,857.8017636330037,1.5,899.9500000000683,1.5,899.9500000000683,2.953658536585366,808.1817073171206
0.9,0.7,4.683720930232558,857.8017636330036,5.0,899.9500000000683,5.0,899.9500000000683,3.5456521739130435,812.8847826087441
0.9,0.8,4.880046403712297,866.4324180775797,5.05,899.9500000000681,5.05,899.9500000000683,4.044897959183674,823.1642857143365
0.9,0.9,4.968122270742357,868.674808390841,5.0,899.9500000000683,5.0,899.9500000000683,4.511111111111111,836.7833333333873
0.9,1.0,5.0,868.674808390841,5.0,899.9500000000683,5.0,899.9500000000683,5.0,845.8283783784344
0.9,1.1,5.0318777292576415,868.674808390841,5.0,899.9500000000683,5.0,899.9500000000683,5.488888888888889,836.7833333333873
0.9,1.2,5.119953596287701,866.4324180775797,5.05,899.9500000000681,5.05,899.9500000000683,6.004081632653061,823.1642857143365
0.9,1.3,5.316279069767444,857.8017636330036,5.0,899.9500000000683,5.0,899.9500000000683,6.4543478260869565,812.8847826087441
0.9,1.4,6.081679389312978,857.8017636330036,8.5,899.9500000000683,8.5,899.9500000000683,7.046341463414633,808.1817073171205
0.9,1.5,8.081578947368422,863.0297953667138,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.548275862068966,830.8982758621215
0.9,1.6,8.169483568075112,866.4324180775797,9.0,899.9500000000681,9.0,899.9500000000683,8.754545454545454,839.2681818182364
0.9,1.7,8.245454545454548,868.6748083908409,9.25,899.9500000000683,9.25,899.9500000000683,8.97027027027027,845.8283783784344
0.9,1.8,8.245454545454546,868.674808390841,9.3,899.9500000000683,9.3,899.9500000000683,9.00810810810811,845.8283783784344
0.9,1.9,8.245454545454546,868.674808390841,9.3,899.9500000000683,9.3,899.9500000000683,9.00810810810811,845.8283783784344
0.9,2.0,8.245454545454546,868.674808390841,9.3,899.9500000000683,9.3,899.9500000000683,9.00810810810811,845.8283783784344
1.0,0.0,1.778391959798995,864.6021129421953,0.7999999999999999,900.0000000000681,0.8,900.0000000000682,1.0863636363636364,838.6227272727816
1.0,0.1,1.778391959798995,864.6021129421953,0.7999999999999999,900.0000000000681,0.8,900.0000000000682,1.0863636363636364,838.6227272727816
1.0,0.2,1.778391959798995,864.6021129421953,0.7999999999999999,900.0000000000681,0.8,900.0000000000682,1.0863636363636364,838.6227272727816
1.0,0.3,1.778391959798995,864.6021129421953,0.7999999999999999,900.0000000000681,0.8,900.0000000000682,1.0863636363636364,838.6227272727816
1.0,0.4,1.8305164319248826,862.8651464776362,1.0,899.9500000000681,1.0,899.9500000000683,1.25,833.7735294118179
1.0,0.5,1.9184210526315795,859.1775256878838,1.25,899.9500000000683,1.25,899.9500000000683,1.45,824.9500000000512
1.0,0.6,3.9183206106870214,853.5384428223846,1.5,899.9500000000683,1.5,899.9500000000683,2.9166666666666665,804.4738095238562
1.0,0.7,4.683720930232558,853.5384428223846,5.0,899.9500000000683,5.0,899.9500000000683,3.53125,806.200000000047
1.0,0.8,4.880046403712297,862.8651464776365,5.05,899.9500000000681,5.05,899.9500000000683,4.064,819.75000000005
1.0,0.9,4.967367009387572,864.6021129421953,5.0,900.0000000000681,5.0,900.0000000000682,4.507462686567164,830.8007462687092
1.0,1.0,5.0,864.6021129421953,5.0,900.0000000000681,5.0,900.0000000000682,5.0,838.6227272727816
1.0,1.1,5.032632990612427,864.6021129421953,5.0,900.0000000000681,5.0,900.0000000000682,5.492537313432836,830.8007462687094
1.0,1.2,5.119953596287701,862.8651464776365,5.05,899.9500000000681,5.05,899.9500000000683,5.984,819.7500000000502
1.0,1.3,5.316279069767444,853.5384428223846,5.0,899.9500000000683,5.0,899.9500000000683,6.46875,806.200000000047
1.0,1.4,6.081679389312978,853.5384428223846,8.5,899.9500000000683,8.5,899.9500000000683,7.083333333333332,804.4738095238561
1.0,1.5,8.081578947368422,859.1775256878838,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.549999999999999,824.9500000000512
1.0,1.6,8.169483568075112,862.8651464776365,9.0,899.9500000000681,9.0,899.9500000000683,8.749999999999998,833.773529411818
